Round,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
First Round,Sat,2016-11-05,15:00 (10:00),Gillingham,2–2,Brackley Town,2410,MEMS Priestfield Stadium,Brendan Malone,Match Report,
First Round,Sat,2016-11-05,15:00 (10:00),MK Dons,3–2,Spennymoor,4099,Stadium mk,Constantine Hatzidakis,Match Report,
First Round,Sat,2016-11-05,15:00 (10:00),Cambridge Utd,1–1,Dover Athletic,2620,The Cambs Glass Stadium,Nick Kinseley,Match Report,
First Round,Sat,2016-11-05,15:00 (10:00),Bradford City,1–2,Acc'ton Stanley,4985,Northern Commercials Stadium,Graham Salisbury,Match Report,
First Round,Sat,2016-11-05,15:00 (10:00),Whitehawk,1–1,Stourbridge,767,The Enclosed Ground,Rob Whitton,Match Report,
First Round,Sat,2016-11-05,15:00 (10:00),Cheltenham,1–1,Crewe Alexandra,2880,Jonny-Rocks Stadium,Michael Salisbury,Match Report,
First Round,Sat,2016-11-05,15:00 (10:00),Portsmouth,1–2,Wycombe,8130,Fratton Park,Gavin Ward,Match Report,
First Round,Sat,2016-11-05,15:00 (10:00),Westfields,1–1,Curzon Ashton,1178,allpay.park,Tom Nield,Match Report,
First Round,Sat,2016-11-05,15:00 (10:00),Walsall,0–1,Macclesfield,2334,The Banks's Stadium,Brett Huxtable,Match Report,
First Round,Sat,2016-11-05,15:00 (10:00),Bolton,1–0,Grimsby Town,6649,Macron Stadium,Trevor Kettle,Match Report,
First Round,Sat,2016-11-05,15:00 (10:00),Mansfield Town,1–2,Plymouth Argyle,2318,One Call Stadium,Dean Whitestone,Match Report,
First Round,Sat,2016-11-05,15:00 (10:00),Charlton Ath,3–1,Scunthorpe Utd,4123,The Valley,Chris Sarginson,Match Report,
First Round,Sun,2016-11-06,14:00 (08:00),St Albans City,3–5,Carlisle United,3473,Clarence Park,Simon Hooper,Match Report,
First Round,Sun,2016-11-06,14:00 (08:00),Taunton Town,2–2,Barrow,2297,Viridor Stadium,Craig Hicks,Match Report,
First Round,Sun,2016-11-06,14:00 (08:00),Hartlepool Utd,3–0,Stamford,2461,The Northern Echo Darlington Arena,Anthony Backhouse,Match Report,
First Round,Sun,2016-11-06,14:00 (08:00),Morecambe,1–1,Coventry City,1732,Globe Arena,Andy Haines,Match Report,
First Round,Sun,2016-11-06,14:00 (08:00),Alfreton Town,1–1,Newport County,1109,The Impact Arena,Graham Horwood,Match Report,
First Round,Sun,2016-11-06,14:00 (08:00),Boreham Wood,2–2,Notts County,1201,Meadow Park,Mark Heywood,Match Report,
First Round,Sun,2016-11-06,14:00 (08:00),Sheffield Utd,6–0,Leyton Orient,6099,Bramall Lane,Nigel Miller,Match Report,
First Round,Sun,2016-11-06,14:00 (08:00),Maidstone Utd,1–1,Rochdale,2227,Gallagher Stadium,Charles Breakspear,Match Report,
First Round,Sun,2016-11-06,14:00 (08:00),Blackpool,2–0,Kidderminster,1963,Bloomfield Road,Martin Coy,Match Report,
First Round,Mon,2016-11-07,19:45 (13:45),Southport,0–0,Fleetwood Town,2265,Haig Avenue,Darren England,Match Report,
First Round,Mon,2016-11-14,19:45 (13:45),Stourbridge,3–0,Whitehawk,1993,War Memorial Athletic Ground,Tom Nield,Match Report,
First Round,Mon,2016-11-14,19:45 (13:45),Curzon Ashton,3–1,Westfields,1075,Tameside Stadium,Karl Evans,Match Report,
First Round,Tue,2016-11-15,19:45 (13:45),Newport County,4–1,Alfreton Town,1189,Rodney Parade,Brett Huxtable,Match Report,Required Extra Time
First Round,Tue,2016-11-15,19:45 (13:45),Rochdale,2–0,Maidstone Utd,1350,Crown Oil Arena,Nigel Miller,Match Report,
First Round,Tue,2016-11-15,19:45 (13:45),AFC Wimbledon,5–0,Bury,2316,Cherry Red Records Fans' Stadium,John Brooks,Match Report,
First Round,Tue,2016-11-15,19:45 (13:45),Notts County,2–0,Boreham Wood,1762,Meadow Lane Stadium,Richard Clark,Match Report,
First Round,Tue,2016-11-15,19:45 (13:45),Bristol Rovers,4–2,Crawley Town,3676,Memorial Stadium,Ben Toner,Match Report,Required Extra Time
First Round,Tue,2016-11-15,19:45 (13:45),Solihull Moors,(4) 1–1 (2),Yeovil Town,1460,Damson Park,Carl Boyeson,Match Report,Solihull Moors won replayed match on penalty kicks following extra time
First Round,Tue,2016-11-15,19:45 (13:45),Barrow,2–1,Taunton Town,1717,Holker Street,Martin Coy,Match Report,
First Round,Tue,2016-11-15,19:45 (13:45),Fleetwood Town,4–1,Southport,1609,Highbury Stadium,David Webb,Match Report,Required Extra Time
First Round,Tue,2016-11-15,19:45 (13:45),FC Halifax Town,2–1,Dag & Red,1465,The Shay Stadium,Thomas Bramall,Match Report,
First Round,Tue,2016-11-15,19:45 (13:45),Swindon Town,1–3,Eastleigh,4321,The Energy Check County Ground,Chris Sarginson,Match Report,
First Round,Tue,2016-11-15,19:45 (13:45),Coventry City,2–1,Morecambe,2175,City of Coventry Stadium,Mark Haywood,Match Report,
First Round,Tue,2016-11-15,19:45 (13:45),Crewe Alexandra,1–4,Cheltenham,1711,Alexandra Stadium,Seb Stockbridge,Match Report,
First Round,Wed,2016-11-16,19:45 (13:45),Brackley Town,4–3,Gillingham,1654,St. James' Park,Robert Jones,Match Report,Required Extra Time
First Round,Thu,2016-11-17,19:45 (13:45),Dover Athletic,2–4,Cambridge Utd,1158,The Perrys Crabble Stadium,Charles Breakspear,Match Report,Required Extra Time
Second Round,Fri,2016-12-02,19:55 (13:55),Macclesfield,0–0,Oxford United,2566,Moss Rose Ground,Seb Stockbridge,Match Report,
Second Round,Sat,2016-12-03,15:00 (09:00),Charlton Ath,0–0,MK Dons,4982,The Valley,Darren England,Match Report,
Second Round,Sat,2016-12-03,15:00 (09:00),Chesterfield,0–5,Wycombe,3685,Proact Stadium,Michael Salisbury,Match Report,
Second Round,Sat,2016-12-03,15:00 (09:00),Luton Town,6–2,Solihull Moors,3512,Kenilworth Road Stadium,Chris Sarginson,Match Report,
Second Round,Sat,2016-12-03,15:00 (09:00),Blackpool,1–0,Brackley Town,1764,Bloomfield Road,Ross Joyce,Match Report,
Second Round,Sat,2016-12-03,15:00 (09:00),Carlisle United,0–2,Rochdale,4426,Brunton Park,Mark Haywood,Match Report,
Second Round,Sat,2016-12-03,15:00 (09:00),Sutton United,2–1,Cheltenham,2224,The Borough Sports Ground,Robert Jones,Match Report,
Second Round,Sat,2016-12-03,15:00 (09:00),Shrewsbury,0–0,Fleetwood Town,2886,Montgomery Waters Meadow,Trevor Kettle,Match Report,
Second Round,Sat,2016-12-03,15:00 (09:00),Plymouth Argyle,0–0,Newport County,5071,Home Park,John Brooks,Match Report,
Second Round,Sun,2016-12-04,12:00 (06:00),Curzon Ashton,3–4,AFC Wimbledon,1731,Tameside Stadium,James Adcock,Match Report,
Second Round,Sun,2016-12-04,14:00 (08:00),Eastleigh,3–3,FC Halifax Town,2098,Silverlake Stadium,Brendan Malone,Match Report,
Second Round,Sun,2016-12-04,14:00 (08:00),Notts County,2–2,P'borough Utd,3940,Meadow Lane Stadium,Ben Toner,Match Report,
Second Round,Sun,2016-12-04,14:00 (08:00),Bristol Rovers,1–2,Barrow,4750,Memorial Stadium,Dean Whitestone,Match Report,
Second Round,Sun,2016-12-04,14:00 (08:00),Bolton,3–2,Sheffield Utd,7027,Macron Stadium,Lee Probert,Match Report,
Second Round,Sun,2016-12-04,14:00 (08:00),Millwall,5–2,Braintree Town,3345,The Den,Darren Deadman,Match Report,
Second Round,Sun,2016-12-04,14:00 (08:00),Woking,0–3,Acc'ton Stanley,3718,The Laithwaite Community Stadium,Nick Kinseley,Match Report,
Second Round,Sun,2016-12-04,14:00 (08:00),Cambridge Utd,4–0,Coventry City,4283,The Cambs Glass Stadium,Keith Stroud,Match Report,
Second Round,Sun,2016-12-04,15:00 (09:00),Port Vale,4–0,Hartlepool Utd,3514,Vale Park,Darren Handley,Match Report,
Second Round,Mon,2016-12-05,19:45 (13:45),Lincoln City,3–2,Oldham Athletic,7012,Sincil Bank Stadium,Gavin Ward,Match Report,
Second Round,Tue,2016-12-13,19:45 (13:45),Oxford United,3–0,Macclesfield,3642,The Kassam Stadium,Carl Boyeson,Match Report,
Second Round,Tue,2016-12-13,19:45 (13:45),FC Halifax Town,0–2,Eastleigh,1539,The Shay Stadium,Richard Clark,Match Report,
Second Round,Tue,2016-12-13,19:45 (13:45),MK Dons,3–1,Charlton Ath,3655,Stadium mk,Robert Jones,Match Report,Required Extra Time
Second Round,Tue,2016-12-13,19:45 (13:45),Stourbridge,1–0,Northampton,2520,War Memorial Athletic Ground,Andrew Davies,Match Report,
Second Round,Tue,2016-12-13,19:45 (13:45),Fleetwood Town,3–2,Shrewsbury,1157,Highbury Stadium,Mark Heywood,Match Report,
Second Round,Tue,2016-12-20,19:45 (13:45),P'borough Utd,2–0,Notts County,7796,ABAX Stadium,Darren England,Match Report,
Second Round,Wed,2016-12-21,19:45 (13:45),Newport County,0–1,Plymouth Argyle,5121,Rodney Parade,Dean Whitestone,Match Report,Required Extra Time
Third Round,Fri,2017-01-06,19:55 (13:55),West Ham,0–5,Manchester City,56975,London Stadium,Michael Oliver,Match Report,
Third Round,Sat,2017-01-07,12:30 (06:30),Manchester Utd,4–0,Reading,74396,Old Trafford,Andre Marriner,Match Report,
Third Round,Sat,2017-01-07,15:00 (09:00),Brighton,2–0,MK Dons,11091,The American Express Community Stadium,James Linington,Match Report,
Third Round,Sat,2017-01-07,15:00 (09:00),Bristol City,0–0,Fleetwood Town,10301,Ashton Gate Stadium,Steve Martin,Match Report,
Third Round,Sat,2017-01-07,15:00 (09:00),West Brom,1–2,Derby County,25288,The Hawthorns,Jonathan Moss,Match Report,
Third Round,Sat,2017-01-07,15:00 (09:00),Millwall,3–0,Bournemouth,9471,The Den,Andy Madley,Match Report,
Third Round,Sat,2017-01-07,15:00 (09:00),Huddersfield,4–0,Port Vale,11715,The John Smith's Stadium,Geoff Eltringham,Match Report,
Third Round,Sat,2017-01-07,15:00 (09:00),Norwich City,2–2,Southampton,12479,Carrow Road,Chris Kavanagh,Match Report,
Third Round,Sat,2017-01-07,15:00 (09:00),Wigan Athletic,2–0,Nott'ham Forest,5163,The DW Stadium,Oliver Langford,Match Report,
Third Round,Sat,2017-01-07,15:00 (09:00),Bolton,0–0,Crystal Palace,11683,Macron Stadium,Roger East,Match Report,
Third Round,Sat,2017-01-07,15:00 (09:00),Stoke City,0–2,Wolves,21479,Bet365 Stadium,Mike Jones,Match Report,
Third Round,Sat,2017-01-07,15:00 (09:00),Sunderland,0–0,Burnley,17632,Stadium of Light,Stuart Attwell,Match Report,
Third Round,Sat,2017-01-07,15:00 (09:00),Watford,2–0,Burton Albion,13270,Vicarage Road Stadium,Lee Mason,Match Report,
Third Round,Sat,2017-01-07,15:00 (09:00),Birmingham City,1–1,Newcastle Utd,13171,St Andrew's Trillion Trophy Stadium,Niel Swarbrick,Match Report,
Third Round,Sat,2017-01-07,15:00 (09:00),Sutton United,0–0,AFC Wimbledon,5013,The Borough Sports Ground,Keith Stroud,Match Report,
Third Round,Sat,2017-01-07,15:00 (09:00),Everton,1–2,Leicester City,35493,Goodison Park,Martin Atkinson,Match Report,
Third Round,Sat,2017-01-07,15:00 (09:00),QPR,1–2,Blackburn,7482,Loftus Road Stadium,Simon Hooper,Match Report,
Third Round,Sat,2017-01-07,15:00 (09:00),Barrow,0–2,Rochdale,4414,Holker Street,David Webb,Match Report,
Third Round,Sat,2017-01-07,15:00 (09:00),Ipswich Town,2–2,Lincoln City,16027,Portman Road Stadium,Lee Probert,Match Report,
Third Round,Sat,2017-01-07,15:00 (09:00),Brentford,5–1,Eastleigh,7537,Griffin Park,Peter Bankes,Match Report,
Third Round,Sat,2017-01-07,15:00 (09:00),Acc'ton Stanley,2–1,Luton Town,1717,Wham Stadium,Darren Deadman,Match Report,
Third Round,Sat,2017-01-07,15:00 (09:00),Hull City,2–0,Swansea City,6608,Kingston Communications Stadium,Anthony Taylor,Match Report,
Third Round,Sat,2017-01-07,15:00 (09:00),Rotherham Utd,2–3,Oxford United,5618,New York Stadium,Darren Bond,Match Report,
Third Round,Sat,2017-01-07,15:00 (09:00),Blackpool,0–0,Barnsley,4875,Bloomfield Road,Chris Sarginson,Match Report,
Third Round,Sat,2017-01-07,15:00 (09:00),Wycombe,2–1,Stourbridge,6312,Adams Park,Darren England,Match Report,
Third Round,Sat,2017-01-07,17:30 (11:30),Preston,1–2,Arsenal,22185,Deepdale Stadium,Robert Madley,Match Report,
Third Round,Sun,2017-01-08,11:30 (05:30),Cardiff City,1–2,Fulham,5199,Cardiff City Stadium,Andy Woolmer,Match Report,
Third Round,Sun,2017-01-08,13:30 (07:30),Liverpool,0–0,Plymouth Argyle,52692,Anfield,Paul Tierney,Match Report,
Third Round,Sun,2017-01-08,15:00 (09:00),Middlesbrough,3–0,Sheffield Weds,23661,Riverside Stadium,David Coote,Match Report,
Third Round,Sun,2017-01-08,15:00 (09:00),Chelsea,4–1,P'borough Utd,41003,Stamford Bridge,Kevin Friend,Match Report,
Third Round,Sun,2017-01-08,16:00 (10:00),Tottenham,2–0,Aston Villa,31182,White Hart Lane,Mike Dean,Match Report,
Third Round,Mon,2017-01-09,19:45 (13:45),Cambridge Utd,1–2,Leeds United,7973,The Cambs Glass Stadium,Craig Pawson,Match Report,
Third Round,Tue,2017-01-17,19:45 (13:45),AFC Wimbledon,1–3,Sutton United,4768,Cherry Red Records Fans' Stadium,Chris Sarginson,Match Report,
Third Round,Tue,2017-01-17,19:45 (13:45),Fleetwood Town,0–1,Bristol City,2115,Highbury Stadium,Carl Boyeson,Match Report,
Third Round,Tue,2017-01-17,19:45 (13:45),Barnsley,1–2,Blackpool,5558,Oakwell Stadium,Roger East,Match Report,Required Extra Time
Third Round,Tue,2017-01-17,19:45 (13:45),Burnley,2–0,Sunderland,12257,Turf Moor,Mike Jones,Match Report,
Third Round,Tue,2017-01-17,20:00 (14:00),Crystal Palace,2–1,Bolton,7149,Selhurst Park,Stuart Attwell,Match Report,
Third Round,Tue,2017-01-17,20:05 (14:05),Lincoln City,1–0,Ipswich Town,9054,Sincil Bank Stadium,Ben Toner,Match Report,
Third Round,Wed,2017-01-18,19:45 (13:45),Newcastle Utd,3–1,Birmingham City,34896,St. James' Park,Lee Probert,Match Report,
Third Round,Wed,2017-01-18,19:45 (13:45),Plymouth Argyle,0–1,Liverpool,17048,Home Park,Graham Scott,Match Report,
Third Round,Wed,2017-01-18,19:45 (13:45),Southampton,1–0,Norwich City,13517,St. Mary's Stadium,Jonathan Moss,Match Report,
Fourth Round,Fri,2017-01-27,19:55 (13:55),Derby County,2–2,Leicester City,25079,iPro Stadium,Mark Clattenburg,Match Report,
Fourth Round,Sat,2017-01-28,12:30 (06:30),Liverpool,1–2,Wolves,52469,Anfield,Craig Pawson,Match Report,
Fourth Round,Sat,2017-01-28,15:00 (09:00),Crystal Palace,0–3,Manchester City,13979,Selhurst Park,Mike Jones,Match Report,
Fourth Round,Sat,2017-01-28,15:00 (09:00),Oxford United,3–0,Newcastle Utd,11810,The Kassam Stadium,David Coote,Match Report,
Fourth Round,Sat,2017-01-28,15:00 (09:00),Rochdale,0–4,Huddersfield,7431,Crown Oil Arena,Oliver Langford,Match Report,
Fourth Round,Sat,2017-01-28,15:00 (09:00),Lincoln City,3–1,Brighton,9469,Sincil Bank Stadium,Andy Madley,Match Report,
Fourth Round,Sat,2017-01-28,15:00 (09:00),Tottenham,4–3,Wycombe,31440,White Hart Lane,Roger East,Match Report,
Fourth Round,Sat,2017-01-28,15:00 (09:00),Blackburn,2–0,Blackpool,9327,Ewood Park,Peter Bankes,Match Report,
Fourth Round,Sat,2017-01-28,15:00 (09:00),Burnley,2–0,Bristol City,14921,Turf Moor,Andre Marriner,Match Report,
Fourth Round,Sat,2017-01-28,15:00 (09:00),Middlesbrough,1–0,Acc'ton Stanley,24040,Riverside Stadium,Anthony Taylor,Match Report,
Fourth Round,Sat,2017-01-28,15:00 (09:00),Chelsea,4–0,Brentford,41042,Stamford Bridge,Michael Oliver,Match Report,
Fourth Round,Sat,2017-01-28,17:30 (11:30),Southampton,0–5,Arsenal,31288,St. Mary's Stadium,Kevin Friend,Match Report,
Fourth Round,Sun,2017-01-29,12:00 (06:00),Millwall,1–0,Watford,9772,The Den,Martin Atkinson,Match Report,
Fourth Round,Sun,2017-01-29,12:30 (06:30),Fulham,4–1,Hull City,15143,Craven Cottage,Paul Tierney,Match Report,
Fourth Round,Sun,2017-01-29,14:00 (08:00),Sutton United,1–0,Leeds United,4997,The Borough Sports Ground,Stuart Attwell,Match Report,
Fourth Round,Sun,2017-01-29,16:00 (10:00),Manchester Utd,4–0,Wigan Athletic,75229,Old Trafford,Niel Swarbrick,Match Report,
Fourth Round,Wed,2017-02-08,19:45 (13:45),Leicester City,3–1,Derby County,31648,King Power Stadium,Mike Jones,Match Report,Required Extra Time
Fifth Round,Sat,2017-02-18,12:30 (06:30),Burnley,0–1,Lincoln City,19185,Turf Moor,Graham Scott,Match Report,
Fifth Round,Sat,2017-02-18,15:00 (09:00),Millwall,1–0,Leicester City,18012,The Den,Craig Pawson,Match Report,
Fifth Round,Sat,2017-02-18,15:00 (09:00),Middlesbrough,3–2,Oxford United,28198,Riverside Stadium,Andre Marriner,Match Report,
Fifth Round,Sat,2017-02-18,15:00 (09:00),Huddersfield,0–0,Manchester City,24129,The John Smith's Stadium,Andy Taylor,Match Report,
Fifth Round,Sat,2017-02-18,17:30 (11:30),Wolves,0–2,Chelsea,30193,Molineux Stadium,Jonathan Moss,Match Report,
Fifth Round,Sun,2017-02-19,14:00 (08:00),Fulham,0–3,Tottenham,22557,Craven Cottage,Robert Madley,Match Report,
Fifth Round,Sun,2017-02-19,16:15 (10:15),Blackburn,1–2,Manchester Utd,23130,Ewood Park,Martin Atkinson,Match Report,
Fifth Round,Mon,2017-02-20,19:55 (13:55),Sutton United,0–2,Arsenal,5013,The Borough Sports Ground,Michael Oliver,Match Report,
Fifth Round,Wed,2017-03-01,19:45 (13:45),Manchester City,5–1,Huddersfield,42425,Etihad Stadium,Paul Tierney,Match Report,
Quarter-finals,Sat,2017-03-11,12:15 (06:15),Middlesbrough,0–2,Manchester City,32228,Riverside Stadium,Mike Dean,Match Report,
Quarter-finals,Sat,2017-03-11,17:30 (11:30),Arsenal,5–0,Lincoln City,59454,Emirates Stadium,Anthony Taylor,Match Report,
Quarter-finals,Sun,2017-03-12,14:00 (09:00),Tottenham,6–0,Millwall,31137,White Hart Lane,Martin Atkinson,Match Report,
Quarter-finals,Mon,2017-03-13,19:45 (14:45),Chelsea,1–0,Manchester Utd,40801,Stamford Bridge,Michael Oliver,Match Report,
Semi-finals,Sat,2017-04-22,17:15 (11:15),Chelsea,4–2,Tottenham,86355,Wembley Stadium,Martin Atkinson,Match Report,
Semi-finals,Sun,2017-04-23,15:00 (09:00),Arsenal,2–1,Manchester City,85725,Wembley Stadium,Craig Pawson,Match Report,Required Extra Time
Final,Sat,2017-05-27,17:30 (11:30),Arsenal,2–1,Chelsea,89472,Wembley Stadium,Anthony Taylor,Match Report,
