Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
3,Sun,2016-09-11,15:00 (08:00),Atalanta,2–1,Torino,14925,Stadio Atleti Azzurri d'Italia,Maurizio Mariani,Match Report,
3,Sun,2016-09-11,15:00 (08:00),Roma,3–2,Sampdoria,27630,Stadio Olimpico,Piero Giacomelli,Match Report,
3,Sun,2016-09-11,15:00 (08:00),Milan,0–1,Udinese,28303,Stadio Giuseppe Meazza,Giampaolo Calvarese,Match Report,
3,Sun,2016-09-11,15:00 (08:00),Chievo,1–1,Lazio,10000,Stadio Marc'Antonio Bentegodi,Daniele Orsato,Match Report,
3,Sun,2016-09-11,20:45 (13:45),Pescara,1–2,Inter,20088,Stadio Adriatico-Giovanni Cornacchia,Antonio Damato,Match Report,
3,Mon,2016-09-12,20:45 (13:45),Empoli,2–1,Crotone,7678,Stadio Carlo Castellani,Paolo Valeri,Match Report,
,,,,,,,,,,,
4,Fri,2016-09-16,20:45 (13:45),Sampdoria,0–1,Milan,19708,Stadio Comunale Luigi Ferraris,Massimiliano Irrati,Match Report,
4,Sat,2016-09-17,18:00 (11:00),Lazio,3–0,Pescara,12000,Stadio Olimpico,Fabio Maresca,Match Report,
4,Sat,2016-09-17,20:45 (13:45),Napoli,3–1,Bologna,21083,Stadio San Paolo,Daniele Doveri,Match Report,
4,Sun,2016-09-18,12:30 (05:30),Udinese,1–2,Chievo,5878,Dacia Arena,Luca Pairetto,Match Report,
4,Sun,2016-09-18,15:00 (08:00),Sassuolo,2–0,Genoa,10134,Stadio Città del Tricolore,Claudio Gavillucci,Match Report,
4,Sun,2016-09-18,15:00 (08:00),Torino,0–0,Empoli,16403,Stadio Olimpico di Torino,Daniele Chiffi,Match Report,
4,Sun,2016-09-18,15:00 (08:00),Crotone,1–1,Palermo,510,Stadio Adriatico-Giovanni Cornacchia,Domenico Celi,Match Report,
4,Sun,2016-09-18,15:00 (08:00),Cagliari,3–0,Atalanta,12301,Stadio Sant'Elia,Michael Fabbri,Match Report,
4,Sun,2016-09-18,18:00 (11:00),Inter,2–1,Juventus,76500,Stadio Giuseppe Meazza,Paolo Tagliavento,Match Report,
4,Sun,2016-09-18,20:45 (13:45),Fiorentina,1–0,Roma,27359,Stadio Artemio Franchi,Nicola Rizzoli,Match Report,
,,,,,,,,,,,
5,Tue,2016-09-20,20:45 (13:45),Milan,2–0,Lazio,26464,Stadio Giuseppe Meazza,Davide Massa,Match Report,
5,Wed,2016-09-21,18:30 (11:30),Bologna,2–0,Sampdoria,16998,Stadio Renato Dall'Ara,Giampaolo Calvarese,Match Report,
5,Wed,2016-09-21,20:45 (13:45),Juventus,4–0,Cagliari,38733,Allianz Stadium,Maurizio Mariani,Match Report,
5,Wed,2016-09-21,20:45 (13:45),Udinese,2–2,Fiorentina,15164,Dacia Arena,Paolo Mazzoleni,Match Report,
5,Wed,2016-09-21,20:45 (13:45),Pescara,0–0,Torino,13693,Stadio Adriatico-Giovanni Cornacchia,Luca Banti,Match Report,
5,Wed,2016-09-21,20:45 (13:45),Empoli,0–2,Inter,10554,Stadio Carlo Castellani,Marco Guida,Match Report,
5,Wed,2016-09-21,20:45 (13:45),Atalanta,0–1,Palermo,14094,Stadio Atleti Azzurri d'Italia,Davide Ghersini,Match Report,
5,Wed,2016-09-21,20:45 (13:45),Chievo,2–1,Sassuolo,9000,Stadio Marc'Antonio Bentegodi,Piero Giacomelli,Match Report,
5,Wed,2016-09-21,20:45 (13:45),Roma,4–0,Crotone,24325,Stadio Olimpico,Carmine Russo,Match Report,
5,Wed,2016-09-21,20:45 (13:45),Genoa,0–0,Napoli,23905,Stadio Comunale Luigi Ferraris,Antonio Damato,Match Report,
,,,,,,,,,,,
6,Sat,2016-09-24,18:00 (11:00),Palermo,0–1,Juventus,27039,Stadio Renzo Barbera,Paolo Valeri,Match Report,
6,Sat,2016-09-24,20:45 (13:45),Napoli,2–0,Chievo,19942,Stadio San Paolo,Marco Di Bello,Match Report,
6,Sun,2016-09-25,12:30 (05:30),Torino,3–1,Roma,19275,Stadio Olimpico di Torino,Paolo Tagliavento,Match Report,
6,Sun,2016-09-25,15:00 (08:00),Sassuolo,1–0,Udinese,9343,Stadio Città del Tricolore,Daniele Doveri,Match Report,
6,Sun,2016-09-25,15:00 (08:00),Inter,1–1,Bologna,42274,Stadio Giuseppe Meazza,Domenico Celi,Match Report,
6,Sun,2016-09-25,15:00 (08:00),Lazio,2–0,Empoli,1000,Stadio Olimpico,Michael Fabbri,Match Report,
6,Sun,2016-09-25,15:00 (08:00),Genoa,1–1,Pescara,19717,Stadio Comunale Luigi Ferraris,Massimiliano Irrati,Match Report,
6,Sun,2016-09-25,20:45 (13:45),Fiorentina,0–0,Milan,29786,Stadio Artemio Franchi,Daniele Orsato,Match Report,
6,Mon,2016-09-26,19:00 (12:00),Crotone,1–3,Atalanta,522,Stadio Adriatico-Giovanni Cornacchia,Gianluca Rocchi,Match Report,
6,Mon,2016-09-26,21:00 (14:00),Cagliari,2–1,Sampdoria,14177,Stadio Sant'Elia,Claudio Gavillucci,Match Report,
,,,,,,,,,,,
7,Sat,2016-10-01,18:00 (11:00),Pescara,0–2,Chievo,13782,Stadio Adriatico-Giovanni Cornacchia,Gianluca Manganiello,Match Report,
7,Sat,2016-10-01,20:45 (13:45),Udinese,0–3,Lazio,16648,Dacia Arena,Carmine Russo,Match Report,
7,Sun,2016-10-02,12:30 (05:30),Empoli,0–3,Juventus,15424,Stadio Carlo Castellani,Paolo Mazzoleni,Match Report,
7,Sun,2016-10-02,15:00 (08:00),Atalanta,1–0,Napoli,15732,Stadio Atleti Azzurri d'Italia,Nicola Rizzoli,Match Report,
7,Sun,2016-10-02,15:00 (08:00),Bologna,0–1,Genoa,18840,Stadio Renato Dall'Ara,Fabio Maresca,Match Report,
7,Sun,2016-10-02,15:00 (08:00),Sampdoria,1–1,Palermo,18093,Stadio Comunale Luigi Ferraris,Maurizio Mariani,Match Report,
7,Sun,2016-10-02,15:00 (08:00),Cagliari,2–1,Crotone,14501,Stadio Sant'Elia,Piero Giacomelli,Match Report,
7,Sun,2016-10-02,18:00 (11:00),Milan,4–3,Sassuolo,31738,Stadio Giuseppe Meazza,Marco Guida,Match Report,
7,Sun,2016-10-02,18:00 (11:00),Torino,2–1,Fiorentina,21641,Stadio Olimpico di Torino,Giampaolo Calvarese,Match Report,
7,Sun,2016-10-02,20:45 (13:45),Roma,2–1,Inter,36340,Stadio Olimpico,Luca Banti,Match Report,
,,,,,,,,,,,
8,Sat,2016-10-15,15:00 (08:00),Napoli,1–3,Roma,46078,Stadio San Paolo,Daniele Orsato,Match Report,
8,Sat,2016-10-15,18:00 (11:00),Pescara,1–1,Sampdoria,13307,Stadio Adriatico-Giovanni Cornacchia,Domenico Celi,Match Report,
8,Sat,2016-10-15,20:45 (13:45),Juventus,2–1,Udinese,39199,Allianz Stadium,Claudio Gavillucci,Match Report,
8,Sun,2016-10-16,12:30 (05:30),Fiorentina,0–0,Atalanta,27529,Stadio Artemio Franchi,Antonio Damato,Match Report,
8,Sun,2016-10-16,15:00 (08:00),Sassuolo,2–1,Crotone,11569,Stadio Città del Tricolore,Davide Massa,Match Report,
8,Sun,2016-10-16,15:00 (08:00),Lazio,1–1,Bologna,15000,Stadio Olimpico,Marco Di Bello,Match Report,
8,Sun,2016-10-16,15:00 (08:00),Genoa,0–0,Empoli,19389,Stadio Comunale Luigi Ferraris,Luca Pairetto,Match Report,
8,Sun,2016-10-16,15:00 (08:00),Inter,1–2,Cagliari,43757,Stadio Giuseppe Meazza,Paolo Valeri,Match Report,
8,Sun,2016-10-16,20:45 (13:45),Chievo,1–3,Milan,24000,Stadio Marc'Antonio Bentegodi,Gianluca Rocchi,Match Report,
8,Mon,2016-10-17,20:45 (13:45),Palermo,1–4,Torino,15961,Stadio Renzo Barbera,Michael Fabbri,Match Report,
,,,,,,,,,,,
9,Sat,2016-10-22,18:00 (11:00),Sampdoria,2–1,Genoa,29824,Stadio Comunale Luigi Ferraris,Paolo Tagliavento,Match Report,
9,Sat,2016-10-22,20:45 (13:45),Milan,1–0,Juventus,75829,Stadio Giuseppe Meazza,Nicola Rizzoli,Match Report,
9,Sun,2016-10-23,12:30 (05:30),Udinese,3–1,Pescara,14317,Dacia Arena,Gianluca Rocchi,Match Report,
9,Sun,2016-10-23,15:00 (08:00),Torino,2–2,Lazio,21517,Stadio Olimpico di Torino,Piero Giacomelli,Match Report,
9,Sun,2016-10-23,15:00 (08:00),Crotone,1–2,Napoli,8329,Stadio Ezio Scida,Paolo Mazzoleni,Match Report,
9,Sun,2016-10-23,15:00 (08:00),Empoli,0–0,Chievo,7105,Stadio Carlo Castellani,Fabio Maresca,Match Report,
9,Sun,2016-10-23,15:00 (08:00),Atalanta,2–1,Inter,18159,Stadio Atleti Azzurri d'Italia,Daniele Doveri,Match Report,
9,Sun,2016-10-23,15:00 (08:00),Cagliari,3–5,Fiorentina,15619,Stadio Sant'Elia,Carmine Russo,Match Report,
9,Sun,2016-10-23,18:00 (11:00),Bologna,1–1,Sassuolo,20201,Stadio Renato Dall'Ara,Massimiliano Irrati,Match Report,
9,Sun,2016-10-23,20:45 (13:45),Roma,4–1,Palermo,25820,Stadio Olimpico,Giampaolo Calvarese,Match Report,
,,,,,,,,,,,
10,Tue,2016-10-25,20:45 (13:45),Genoa,3–0,Milan,21248,Stadio Comunale Luigi Ferraris,Luca Banti,Match Report,
10,Wed,2016-10-26,20:45 (13:45),Lazio,4–1,Cagliari,10000,Stadio Olimpico,Domenico Celi,Match Report,
10,Wed,2016-10-26,20:45 (13:45),Sassuolo,1–3,Roma,13221,Stadio Città del Tricolore,Antonio Damato,Match Report,
10,Wed,2016-10-26,20:45 (13:45),Pescara,0–1,Atalanta,11396,Stadio Adriatico-Giovanni Cornacchia,Marco Guida,Match Report,
10,Wed,2016-10-26,20:45 (13:45),Inter,2–1,Torino,36446,Stadio Giuseppe Meazza,Davide Massa,Match Report,
10,Wed,2016-10-26,20:45 (13:45),Chievo,1–1,Bologna,10000,Stadio Marc'Antonio Bentegodi,Fabrizio Pasqua,Match Report,
10,Wed,2016-10-26,20:45 (13:45),Napoli,2–0,Empoli,15912,Stadio San Paolo,Maurizio Mariani,Match Report,
10,Wed,2016-10-26,20:45 (13:45),Fiorentina,1–1,Crotone,22983,Stadio Artemio Franchi,Claudio Gavillucci,Match Report,
10,Wed,2016-10-26,20:45 (13:45),Juventus,4–1,Sampdoria,38417,Allianz Stadium,Carmine Russo,Match Report,
10,Thu,2016-10-27,20:45 (13:45),Palermo,1–3,Udinese,9360,Stadio Renzo Barbera,Daniele Orsato,Match Report,
,,,,,,,,,,,
11,Sat,2016-10-29,18:00 (11:00),Bologna,0–1,Fiorentina,20780,Stadio Renato Dall'Ara,Paolo Valeri,Match Report,
11,Sat,2016-10-29,20:45 (13:45),Juventus,2–1,Napoli,41409,Allianz Stadium,Gianluca Rocchi,Match Report,
11,Sun,2016-10-30,12:30 (06:30),Atalanta,3–0,Genoa,16245,Stadio Atleti Azzurri d'Italia,Michael Fabbri,Match Report,
11,Sun,2016-10-30,15:00 (09:00),Lazio,2–1,Sassuolo,12000,Stadio Olimpico,Giampaolo Calvarese,Match Report,
11,Sun,2016-10-30,15:00 (09:00),Crotone,2–0,Chievo,7298,Stadio Ezio Scida,Luca Pairetto,Match Report,
11,Sun,2016-10-30,15:00 (09:00),Empoli,0–0,Roma,13122,Stadio Carlo Castellani,Marco Di Bello,Match Report,
11,Sun,2016-10-30,15:00 (09:00),Milan,1–0,Pescara,36535,Stadio Giuseppe Meazza,Daniele Doveri,Match Report,
11,Sun,2016-10-30,20:45 (14:45),Sampdoria,1–0,Inter,20906,Stadio Comunale Luigi Ferraris,Paolo Mazzoleni,Match Report,
11,Mon,2016-10-31,19:00 (13:00),Udinese,2–2,Torino,9210,Dacia Arena,Paolo Tagliavento,Match Report,
11,Mon,2016-10-31,21:00 (15:00),Cagliari,2–1,Palermo,14625,Stadio Sant'Elia,Massimiliano Irrati,Match Report,
,,,,,,,,,,,
12,Sat,2016-11-05,18:00 (12:00),Torino,5–1,Cagliari,19870,Stadio Olimpico di Torino,Maurizio Mariani,Match Report,
12,Sat,2016-11-05,20:45 (14:45),Napoli,1–1,Lazio,29994,Stadio San Paolo,Antonio Damato,Match Report,
12,Sun,2016-11-06,12:30 (05:30),Pescara,0–4,Empoli,12556,Stadio Adriatico-Giovanni Cornacchia,Daniele Orsato,Match Report,
12,Sun,2016-11-06,15:00 (08:00),Chievo,1–2,Juventus,27000,Stadio Marc'Antonio Bentegodi,Paolo Valeri,Match Report,
12,Sun,2016-11-06,15:00 (08:00),Sassuolo,0–3,Atalanta,10140,Stadio Città del Tricolore,Fabio Maresca,Match Report,
12,Sun,2016-11-06,15:00 (08:00),Palermo,1–2,Milan,13545,Stadio Renzo Barbera,Paolo Mazzoleni,Match Report,
12,Sun,2016-11-06,15:00 (08:00),Genoa,1–1,Udinese,19015,Stadio Comunale Luigi Ferraris,Gianluca Manganiello,Match Report,
12,Sun,2016-11-06,18:00 (11:00),Inter,3–0,Crotone,40626,Stadio Giuseppe Meazza,Giampaolo Calvarese,Match Report,
12,Sun,2016-11-06,18:00 (11:00),Fiorentina,1–1,Sampdoria,23559,Stadio Artemio Franchi,Nicola Rizzoli,Match Report,
12,Sun,2016-11-06,20:45 (13:45),Roma,3–0,Bologna,24600,Stadio Olimpico,Piero Giacomelli,Match Report,
,,,,,,,,,,,
13,Sat,2016-11-19,15:00 (08:00),Chievo,1–0,Cagliari,12000,Stadio Marc'Antonio Bentegodi,Claudio Gavillucci,Match Report,
13,Sat,2016-11-19,18:00 (11:00),Udinese,1–2,Napoli,18501,Dacia Arena,Luca Banti,Match Report,
13,Sat,2016-11-19,20:45 (13:45),Juventus,3–0,Pescara,39124,Allianz Stadium,Michael Fabbri,Match Report,
13,Sun,2016-11-20,12:30 (05:30),Sampdoria,3–2,Sassuolo,20052,Stadio Comunale Luigi Ferraris,Daniele Doveri,Match Report,
13,Sun,2016-11-20,15:00 (08:00),Atalanta,2–1,Roma,19154,Stadio Atleti Azzurri d'Italia,Gianluca Rocchi,Match Report,
13,Sun,2016-11-20,15:00 (08:00),Lazio,3–1,Genoa,20000,Stadio Olimpico,Marco Di Bello,Match Report,
13,Sun,2016-11-20,15:00 (08:00),Crotone,0–2,Torino,7759,Stadio Ezio Scida,Domenico Celi,Match Report,
13,Sun,2016-11-20,15:00 (08:00),Bologna,3–1,Palermo,22027,Stadio Renato Dall'Ara,Carmine Russo,Match Report,
13,Sun,2016-11-20,15:00 (08:00),Empoli,0–4,Fiorentina,10769,Stadio Carlo Castellani,Davide Massa,Match Report,
13,Sun,2016-11-20,20:45 (13:45),Milan,2–2,Inter,77882,Stadio Giuseppe Meazza,Paolo Tagliavento,Match Report,
,,,,,,,,,,,
14,Sat,2016-11-26,18:00 (11:00),Torino,2–1,Chievo,18530,Stadio Olimpico di Torino,Daniele Chiffi,Match Report,
14,Sat,2016-11-26,20:45 (13:45),Empoli,1–4,Milan,12577,Stadio Carlo Castellani,Giampaolo Calvarese,Match Report,
14,Sun,2016-11-27,12:30 (05:30),Palermo,0–1,Lazio,8689,Stadio Renzo Barbera,Marco Guida,Match Report,
14,Sun,2016-11-27,15:00 (08:00),Genoa,3–1,Juventus,27153,Stadio Comunale Luigi Ferraris,Paolo Mazzoleni,Match Report,
14,Sun,2016-11-27,15:00 (08:00),Cagliari,2–1,Udinese,11648,Stadio Sant'Elia,Luca Pairetto,Match Report,
14,Sun,2016-11-27,15:00 (08:00),Crotone,1–1,Sampdoria,7508,Stadio Ezio Scida,Fabio Maresca,Match Report,
14,Sun,2016-11-27,15:00 (08:00),Bologna,0–2,Atalanta,21525,Stadio Renato Dall'Ara,Maurizio Mariani,Match Report,
14,Sun,2016-11-27,20:45 (13:45),Roma,3–2,Pescara,23633,Stadio Olimpico,Massimiliano Irrati,Match Report,
14,Mon,2016-11-28,19:00 (12:00),Napoli,1–1,Sassuolo,49490,Stadio San Paolo,Paolo Valeri,Match Report,
14,Mon,2016-11-28,21:00 (14:00),Inter,4–2,Fiorentina,40558,Stadio Giuseppe Meazza,Antonio Damato,Match Report,
,,,,,,,,,,,
15,Fri,2016-12-02,20:45 (13:45),Napoli,3–0,Inter,32341,Stadio San Paolo,Nicola Rizzoli,Match Report,
15,Sat,2016-12-03,20:45 (13:45),Juventus,3–1,Atalanta,39110,Allianz Stadium,Massimiliano Irrati,Match Report,
15,Sun,2016-12-04,12:30 (05:30),Milan,2–1,Crotone,37293,Stadio Giuseppe Meazza,Marco Di Bello,Match Report,
15,Sun,2016-12-04,15:00 (08:00),Lazio,0–2,Roma,40000,Stadio Olimpico,Luca Banti,Match Report,
15,Sun,2016-12-04,15:00 (08:00),Sassuolo,3–0,Empoli,9588,Stadio Città del Tricolore,Claudio Gavillucci,Match Report,
15,Sun,2016-12-04,15:00 (08:00),Pescara,1–1,Cagliari,11575,Stadio Adriatico-Giovanni Cornacchia,Daniele Doveri,Match Report,
15,Sun,2016-12-04,15:00 (08:00),Sampdoria,2–0,Torino,19279,Stadio Comunale Luigi Ferraris,Daniele Orsato,Match Report,
15,Sun,2016-12-04,20:45 (13:45),Fiorentina,2–1,Palermo,22533,Stadio Artemio Franchi,Piero Giacomelli,Match Report,
15,Mon,2016-12-05,19:00 (12:00),Chievo,0–0,Genoa,10000,Stadio Marc'Antonio Bentegodi,Carmine Russo,Match Report,
15,Mon,2016-12-05,21:00 (14:00),Udinese,1–0,Bologna,16014,Dacia Arena,Fabrizio Pasqua,Match Report,
,,,,,,,,,,,
16,Sat,2016-12-10,18:00 (11:00),Crotone,2–1,Pescara,7470,Stadio Ezio Scida,Antonio Damato,Match Report,
16,Sat,2016-12-10,20:45 (13:45),Sampdoria,1–2,Lazio,18829,Stadio Comunale Luigi Ferraris,Carmine Russo,Match Report,
16,Sun,2016-12-11,12:30 (05:30),Cagliari,0–5,Napoli,13992,Stadio Sant'Elia,Giampaolo Calvarese,Match Report,
16,Sun,2016-12-11,15:00 (08:00),Bologna,0–0,Empoli,17598,Stadio Renato Dall'Ara,Marco Guida,Match Report,
16,Sun,2016-12-11,15:00 (08:00),Atalanta,1–3,Udinese,16180,Stadio Atleti Azzurri d'Italia,Fabio Maresca,Match Report,
16,Sun,2016-12-11,15:00 (08:00),Palermo,0–2,Chievo,21232,Stadio Renzo Barbera,Paolo Tagliavento,Match Report,
16,Sun,2016-12-11,15:00 (08:00),Torino,1–3,Juventus,26426,Stadio Olimpico di Torino,Gianluca Rocchi,Match Report,
16,Sun,2016-12-11,20:45 (13:45),Inter,2–0,Genoa,33788,Stadio Giuseppe Meazza,Paolo Valeri,Match Report,
16,Mon,2016-12-12,19:00 (12:00),Fiorentina,2–1,Sassuolo,22049,Stadio Artemio Franchi,Michael Fabbri,Match Report,
16,Mon,2016-12-12,21:00 (14:00),Roma,1–0,Milan,41841,Stadio Olimpico,Paolo Mazzoleni,Match Report,
,,,,,,,,,,,
3,Thu,2016-12-15,20:00 (13:00),Genoa,1–0,Fiorentina,25000,Stadio Comunale Luigi Ferraris,Luca Banti,Match Report,
,,,,,,,,,,,
17,Sat,2016-12-17,15:00 (08:00),Empoli,2–0,Cagliari,8352,Stadio Carlo Castellani,Nicola Rizzoli,Match Report,
17,Sat,2016-12-17,18:00 (11:00),Milan,0–0,Atalanta,35584,Stadio Giuseppe Meazza,Davide Massa,Match Report,
17,Sat,2016-12-17,20:45 (13:45),Juventus,1–0,Roma,42110,Allianz Stadium,Daniele Orsato,Match Report,
17,Sun,2016-12-18,12:30 (05:30),Sassuolo,0–1,Inter,15221,Stadio Città del Tricolore,Marco Di Bello,Match Report,
17,Sun,2016-12-18,15:00 (08:00),Napoli,5–3,Torino,29221,Stadio San Paolo,Daniele Doveri,Match Report,
17,Sun,2016-12-18,15:00 (08:00),Chievo,2–1,Sampdoria,10000,Stadio Marc'Antonio Bentegodi,Maurizio Mariani,Match Report,
17,Sun,2016-12-18,15:00 (08:00),Udinese,2–0,Crotone,14346,Dacia Arena,Juan Sacchi,Match Report,
17,Sun,2016-12-18,15:00 (08:00),Pescara,0–3,Bologna,11374,Stadio Adriatico-Giovanni Cornacchia,Gianluca Rocchi,Match Report,
17,Sun,2016-12-18,20:45 (13:45),Lazio,3–1,Fiorentina,20000,Stadio Olimpico,Massimiliano Irrati,Match Report,
17,Sun,2016-12-18,20:45 (13:45),Genoa,3–4,Palermo,19003,Stadio Comunale Luigi Ferraris,Luca Pairetto,Match Report,
,,,,,,,,,,,
18,Tue,2016-12-20,20:45 (13:45),Atalanta,2–1,Empoli,13823,Stadio Atleti Azzurri d'Italia,Michael Fabbri,Match Report,
18,Wed,2016-12-21,20:45 (13:45),Inter,3–0,Lazio,37868,Stadio Giuseppe Meazza,Paolo Mazzoleni,Match Report,
18,Thu,2016-12-22,20:45 (13:45),Fiorentina,3–3,Napoli,26181,Stadio Artemio Franchi,Paolo Tagliavento,Match Report,
18,Thu,2016-12-22,20:45 (13:45),Torino,1–0,Genoa,16002,Stadio Olimpico di Torino,Fabio Maresca,Match Report,
18,Thu,2016-12-22,20:45 (13:45),Sampdoria,0–0,Udinese,17526,Stadio Comunale Luigi Ferraris,Claudio Gavillucci,Match Report,
18,Thu,2016-12-22,20:45 (13:45),Cagliari,4–3,Sassuolo,11440,Stadio Sant'Elia,Domenico Celi,Match Report,
18,Thu,2016-12-22,20:45 (13:45),Palermo,1–1,Pescara,20238,Stadio Renzo Barbera,Davide Massa,Match Report,
18,Thu,2016-12-22,20:45 (13:45),Roma,3–1,Chievo,25058,Stadio Olimpico,Giampaolo Calvarese,Match Report,
,,,,,,,,,,,
19,Sat,2017-01-07,18:00 (11:00),Empoli,1–0,Palermo,7268,Stadio Carlo Castellani,Paolo Valeri,Match Report,
19,Sat,2017-01-07,20:45 (13:45),Napoli,2–1,Sampdoria,29870,Stadio San Paolo,Marco Di Bello,Match Report,
19,Sun,2017-01-08,12:30 (05:30),Udinese,1–2,Inter,25952,Dacia Arena,Daniele Doveri,Match Report,
19,Sun,2017-01-08,15:00 (08:00),Sassuolo,0–0,Torino,11806,Stadio Città del Tricolore,Massimiliano Irrati,Match Report,
19,Sun,2017-01-08,15:00 (08:00),Genoa,0–1,Roma,21289,Stadio Comunale Luigi Ferraris,Nicola Rizzoli,Match Report,
19,Sun,2017-01-08,15:00 (08:00),Lazio,1–0,Crotone,15000,Stadio Olimpico,Fabio Maresca,Match Report,
19,Sun,2017-01-08,15:00 (08:00),Chievo,1–4,Atalanta,10000,Stadio Marc'Antonio Bentegodi,Federico La Penna,Match Report,
19,Sun,2017-01-08,18:00 (11:00),Milan,1–0,Cagliari,31113,Stadio Giuseppe Meazza,Piero Giacomelli,Match Report,
19,Sun,2017-01-08,20:45 (13:45),Juventus,3–0,Bologna,38144,Allianz Stadium,Maurizio Mariani,Match Report,
,,,,,,,,,,,
20,Sat,2017-01-14,18:00 (11:00),Crotone,0–1,Bologna,7474,Stadio Ezio Scida,Giampaolo Calvarese,Match Report,
20,Sat,2017-01-14,20:45 (13:45),Inter,3–1,Chievo,34255,Stadio Giuseppe Meazza,Piero Giacomelli,Match Report,
20,Sun,2017-01-15,12:30 (05:30),Cagliari,4–1,Genoa,6915,Stadio Sant'Elia,Michael Fabbri,Match Report,
20,Sun,2017-01-15,15:00 (08:00),Napoli,3–1,Pescara,31117,Stadio San Paolo,Claudio Gavillucci,Match Report,
20,Sun,2017-01-15,15:00 (08:00),Udinese,0–1,Roma,16825,Dacia Arena,Antonio Damato,Match Report,
20,Sun,2017-01-15,15:00 (08:00),Sassuolo,4–1,Palermo,9074,Stadio Città del Tricolore,Paolo Mazzoleni,Match Report,
20,Sun,2017-01-15,15:00 (08:00),Lazio,2–1,Atalanta,20000,Stadio Olimpico,Luca Pairetto,Match Report,
20,Sun,2017-01-15,15:00 (08:00),Sampdoria,0–0,Empoli,19056,Stadio Comunale Luigi Ferraris,Domenico Celi,Match Report,
20,Sun,2017-01-15,20:45 (13:45),Fiorentina,2–1,Juventus,34085,Stadio Artemio Franchi,Luca Banti,Match Report,
20,Mon,2017-01-16,20:45 (13:45),Torino,2–2,Milan,22418,Stadio Olimpico di Torino,Paolo Tagliavento,Match Report,
,,,,,,,,,,,
21,Sat,2017-01-21,18:00 (11:00),Chievo,0–3,Fiorentina,8000,Stadio Marc'Antonio Bentegodi,Fabio Maresca,Match Report,
