Round,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
Second Round,Sun,2019-08-11,19:00 (12:00),Venezia,2–1,Catania,1809,Stadio Pierluigi Penzo,Piero Giacomelli,Match Report,
Second Round,Sun,2019-08-11,20:30 (13:30),Virtus Entella,1–2,Südtirol,1026,Stadio Comunale Chiavari,Davide Massa,Match Report,
Second Round,Sun,2019-08-11,20:30 (13:30),Pordenone,1–2,FeralpiSalò,1330,Dacia Arena,Daniele Minelli,Match Report,
Second Round,Sun,2019-08-11,20:30 (13:30),Frosinone,4–0,Carrarese,3174,Stadio Benito Stirpe,Daniele Doveri,Match Report,
Second Round,Sun,2019-08-11,20:30 (13:30),Cremonese,4–0,V. Francavilla,3901,Stadio Giovanni Zin,Daniel Amabile,Match Report,
Second Round,Sun,2019-08-11,20:30 (13:30),Trapani,3–1,Piacenza,4838,Stadio Polisportivo Provinciale,Valerio Marini,Match Report,
Second Round,Sun,2019-08-11,20:30 (13:30),Cittadella,3–0,Padova,3259,Stadio Pier Cesare Tombolato,Daniele Orsato,Match Report,
Second Round,Sun,2019-08-11,20:30 (13:30),Empoli,2–1,US Reggina,1879,Stadio Carlo Castellani,Alessandro Prontera,Match Report,
Second Round,Sun,2019-08-11,20:30 (13:30),Perugia,1–0,US Triestina,3280,Stadio Renato Curi,Giacomo Camplone,Match Report,
Second Round,Sun,2019-08-11,20:30 (13:30),Pescara,3–2,Mantova 1911,3675,Stadio Adriatico-Giovanni Cornacchia,Antonio Rapuano,Match Report,
Second Round,Sun,2019-08-11,20:30 (13:30),Benevento,3–4,SS Monza 1912,4940,Stadio Ciro Vigorito,Antonio Di Martino,Match Report,
Second Round,Sun,2019-08-11,20:30 (13:30),SS Monopoli,1–0,Cosenza,1312,Stadio Vito Simone Veneziani,Marco Di Bello,Match Report,
Second Round,Sun,2019-08-11,20:45 (13:45),Juve Stabia,(2) 1–1 (3),Imolese Calcio,3000,Stadio Comunale Romeo Menti,Federico Dionisi,Match Report,Imolese Calcio won on penalty kicks following extra time
Second Round,Sun,2019-08-11,20:45 (13:45),Crotone,4–3,Arezzo,4400,Stadio Ezio Scida,Ivan Pezzuto,Match Report,
Second Round,Sun,2019-08-11,20:45 (13:45),Livorno,0–1,Carpi,2268,Stadio Armando Picchi,Gianluca Manganiello,Match Report,
Second Round,Sun,2019-08-11,20:45 (13:45),AC Pisa,3–0,Potenza,3810,Arena Garibaldi - Stadio Romeo Anconetan...,Niccolò Baroni,Match Report,
Second Round,Sun,2019-08-11,20:45 (13:45),Salernitana,3–1,Catanzaro,5556,Stadio Arechi,Luca Massimi,Match Report,
Third Round,Fri,2019-08-16,20:30 (13:30),Genoa,4–1,Imolese Calcio,5500,Stadio Comunale Chiavari,Luca Pairetto,Match Report,
Third Round,Sat,2019-08-17,18:00 (11:00),Parma,3–1,Venezia,3865,Stadio Ennio Tardini,Paolo Valeri,Match Report,
Third Round,Sun,2019-08-18,18:00 (11:00),Perugia,2–1,Brescia,4478,Stadio Renato Curi,Marco Piccinini,Match Report,Required Extra Time
Third Round,Sun,2019-08-18,18:15 (11:15),Fiorentina,3–1,SS Monza 1912,15000,Stadio Artemio Franchi,Fabrizio Pasqua,Match Report,
Third Round,Sun,2019-08-18,20:30 (13:30),Udinese,3–1,Südtirol,5252,Dacia Arena,Gianluca Aureliano,Match Report,
Third Round,Sun,2019-08-18,20:30 (13:30),Empoli,2–1,Pescara,2170,Stadio Carlo Castellani,Maurizio Mariani,Match Report,Required Extra Time
Third Round,Sun,2019-08-18,20:30 (13:30),Frosinone,5–1,SS Monopoli,4109,Stadio Benito Stirpe,Fabio Maresca,Match Report,
Third Round,Sun,2019-08-18,20:30 (13:30),Hellas Verona,1–2,Cremonese,8211,Stadio Marc'Antonio Bentegodi,Gianluca Manganiello,Match Report,Required Extra Time
Third Round,Sun,2019-08-18,20:30 (13:30),Cagliari,2–1,Chievo,11000,Sardegna Arena,Antonio Giua,Match Report,
Third Round,Sun,2019-08-18,20:30 (13:30),Ascoli,2–0,Trapani,4248,Stadio Cino e Lillo Del Duca,Giampaolo Calvarese,Match Report,
Third Round,Sun,2019-08-18,20:30 (13:30),Cittadella,(5) 3–3 (4),Carpi,1560,Stadio Pier Cesare Tombolato,Manuel Volpi,Match Report,Cittadella won on penalty kicks following extra time
Third Round,Sun,2019-08-18,20:45 (13:45),AC Pisa,0–3,Bologna,7141,Arena Garibaldi - Stadio Romeo Anconetan...,Federico La Penna,Match Report,
Third Round,Sun,2019-08-18,20:45 (13:45),SPAL,3–1,FeralpiSalò,5374,Stadio Paolo Mazza,Daniele Chiffi,Match Report,
Third Round,Sun,2019-08-18,20:45 (13:45),Sassuolo,1–0,Spezia,2930,Mapei Stadium - Città del Tricolore,Rosario Abisso,Match Report,
Third Round,Sun,2019-08-18,20:45 (13:45),Lecce,4–0,Salernitana,15956,Stadio Comunale Via Del Mare,Eugenio Abbattista,Match Report,
Third Round,Sun,2019-08-18,21:00 (14:00),Crotone,1–3,Sampdoria,8100,Stadio Ezio Scida,Juan Sacchi,Match Report,
Fourth Round,Tue,2019-12-03,15:00 (08:00),Cremonese,1–0,Empoli,1359,Stadio Giovanni Zin,Daniel Amabile,Match Report,
Fourth Round,Tue,2019-12-03,18:00 (11:00),Genoa,3–2,Ascoli,1825,Stadio Comunale Luigi Ferraris,Giovanni Ayroldi,Match Report,
Fourth Round,Tue,2019-12-03,21:00 (14:00),Fiorentina,2–0,Cittadella,8988,Stadio Artemio Franchi,Ivan Pezzuto,Match Report,
Fourth Round,Wed,2019-12-04,15:00 (08:00),Sassuolo,1–2,Perugia,1215,Mapei Stadium - Città del Tricolore,Simone Sozza,Match Report,
Fourth Round,Wed,2019-12-04,18:00 (11:00),SPAL,5–1,Lecce,4947,Stadio Paolo Mazza,Antonio Giua,Match Report,
Fourth Round,Wed,2019-12-04,21:00 (14:00),Udinese,4–0,Bologna,3066,Dacia Arena,Marco Piccinini,Match Report,
Fourth Round,Thu,2019-12-05,18:00 (11:00),Parma,2–1,Frosinone,1190,Stadio Ennio Tardini,Federico Dionisi,Match Report,
Fourth Round,Thu,2019-12-05,21:00 (14:00),Cagliari,2–1,Sampdoria,11781,Sardegna Arena,Gianluca Manganiello,Match Report,
Round of 16,Thu,2020-01-09,21:15 (14:15),Torino,(5) 1–1 (3),Genoa,3975,Stadio Olimpico di Torino,Juan Sacchi,Match Report,Torino won on penalty kicks following extra time
Round of 16,Tue,2020-01-14,15:00 (08:00),Napoli,2–0,Perugia,,Stadio San Paolo,Luca Massimi,Match Report,
Round of 16,Tue,2020-01-14,18:00 (11:00),Lazio,4–0,Cremonese,,Stadio Olimpico,Lorenzo Maggioni,Match Report,
Round of 16,Tue,2020-01-14,20:45 (13:45),Inter,4–1,Cagliari,,Stadio Giuseppe Meazza,Daniele Chiffi,Match Report,
Round of 16,Wed,2020-01-15,15:00 (08:00),Fiorentina,2–1,Atalanta,,Stadio Artemio Franchi,Gianluca Manganiello,Match Report,
Round of 16,Wed,2020-01-15,18:00 (11:00),Milan,3–0,SPAL,,Stadio Giuseppe Meazza,Davide Ghersini,Match Report,
Round of 16,Wed,2020-01-15,20:45 (13:45),Juventus,4–0,Udinese,,Allianz Stadium,Gianluca Aureliano,Match Report,
Round of 16,Thu,2020-01-16,21:15 (14:15),Parma,0–2,Roma,,Stadio Ennio Tardini,Luca Pairetto,Match Report,
Quarter-finals,Wed,2020-01-22,,Juventus,,Roma,,,,,
Quarter-finals,Tue,2020-01-21,20:45 (13:45),Napoli,,Lazio,,Stadio San Paolo,,,
Quarter-finals,Tue,2020-01-28,20:45 (13:45),Torino,,Milan,,Stadio Olimpico di Torino,,,
Quarter-finals,Wed,2020-01-29,20:45 (13:45),Inter,,Fiorentina,,Stadio Giuseppe Meazza,,,
