Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
36,Sun,2019-05-12,20:30 (13:30),Roma,1.8,2–0,0.6,Juventus,50825,Stadio Olimpico,Davide Massa,Match Report,
36,Mon,2019-05-13,19:00 (12:00),Bologna,1.6,4–1,0.6,Parma,20656,Stadio Renato Dall'Ara,Luca Pairetto,Match Report,
36,Mon,2019-05-13,21:00 (14:00),Inter,1.8,2–0,0.2,Chievo,57855,Stadio Giuseppe Meazza,Paolo Valeri,Match Report,
,,,,,,,,,,,,,
37,Sat,2019-05-18,15:00 (08:00),Udinese,1.0,3–2,1.0,SPAL,24614,Dacia Arena,Michael Fabbri,Match Report,
37,Sat,2019-05-18,18:00 (11:00),Genoa,2.1,1–1,0.6,Cagliari,22768,Stadio Comunale Luigi Ferraris,Paolo Valeri,Match Report,
37,Sat,2019-05-18,20:30 (13:30),Sassuolo,1.0,0–0,1.9,Roma,12914,Stadio Città del Tricolore,Fabio Maresca,Match Report,
37,Sun,2019-05-19,12:30 (05:30),Chievo,0.9,0–0,0.8,Sampdoria,10000,Stadio Marc'Antonio Bentegodi,Gianluca Aureliano,Match Report,
37,Sun,2019-05-19,15:00 (08:00),Empoli,2.0,4–1,1.6,Torino,10344,Stadio Carlo Castellani,Paolo Mazzoleni,Match Report,
37,Sun,2019-05-19,15:00 (08:00),Parma,0.4,1–0,1.2,Fiorentina,17333,Stadio Ennio Tardini,Piero Giacomelli,Match Report,
37,Sun,2019-05-19,18:00 (11:00),Milan,1.5,2–0,1.5,Frosinone,61765,Stadio Giuseppe Meazza,Gianluca Manganiello,Match Report,
37,Sun,2019-05-19,20:30 (13:30),Juventus,0.9,1–1,1.9,Atalanta,39531,Allianz Stadium,Gianluca Rocchi,Match Report,
37,Sun,2019-05-19,20:30 (13:30),Napoli,1.6,4–1,2.4,Inter,25445,Stadio San Paolo,Daniele Doveri,Match Report,
37,Mon,2019-05-20,20:30 (13:30),Lazio,1.5,3–3,2.4,Bologna,25000,Stadio Olimpico,Fabrizio Pasqua,Match Report,
,,,,,,,,,,,,,
38,Sat,2019-05-25,18:00 (11:00),Frosinone,0.9,0–0,0.0,Chievo,12167,Stadio Benito Stirpe,Antonio Di Martino,Match Report,
38,Sat,2019-05-25,20:30 (13:30),Bologna,1.1,3–2,1.9,Napoli,19351,Stadio Renato Dall'Ara,Aleandro Di Paolo,Match Report,
38,Sun,2019-05-26,15:00 (08:00),Torino,2.3,3–1,1.0,Lazio,24428,Stadio Olimpico di Torino,Rosario Abisso,Match Report,
38,Sun,2019-05-26,18:00 (11:00),Sampdoria,0.6,2–0,0.5,Juventus,22856,Stadio Comunale Luigi Ferraris,Luigi Nasca,Match Report,
38,Sun,2019-05-26,20:30 (13:30),SPAL,0.7,2–3,1.7,Milan,16146,Stadio Paolo Mazza,Paolo Valeri,Match Report,
38,Sun,2019-05-26,20:30 (13:30),Fiorentina,0.4,0–0,0.1,Genoa,37527,Stadio Artemio Franchi,Daniele Orsato,Match Report,
38,Sun,2019-05-26,20:30 (13:30),Inter,2.8,2–1,2.1,Empoli,68051,Stadio Giuseppe Meazza,Luca Banti,Match Report,
38,Sun,2019-05-26,20:30 (13:30),Cagliari,1.8,1–2,0.8,Udinese,15378,Sardegna Arena,Manuel Volpi,Match Report,
38,Sun,2019-05-26,20:30 (13:30),Roma,2.3,2–1,1.2,Parma,62304,Stadio Olimpico,Paolo Mazzoleni,Match Report,
38,Sun,2019-05-26,20:30 (13:30),Atalanta,2.2,3–1,0.4,Sassuolo,14376,Stadio Atleti Azzurri d'Italia,Daniele Doveri,Match Report,
