Round,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
First Round,Sun,2019-08-11,18:30 (11:30),Wehen,(2) 3–3 (3),Köln,8000,BRITA-Arena,Robert Schröder,Match Report,Köln won on penalty kicks following extra time
First Round,Sun,2019-08-11,18:30 (11:30),Chemnitzer FC,(5) 2–2 (6),Hamburger SV,13130,Stadion Chemnitz,Robert Kampka,Match Report,Hamburger SV won on penalty kicks following extra time
First Round,Mon,2019-08-12,18:30 (11:30),Karlsruher,2–0,Hannover 96,11779,Wildparkstadion,Benjamin Cortus,Match Report,
First Round,Mon,2019-08-12,18:30 (11:30),Hallescher,3–5,Wolfsburg,13500,ERDGAS Sportpark,Markus Schmidt,Match Report,Required Extra Time
First Round,Mon,2019-08-12,18:30 (11:30),Hansa Rostock,0–1,Stuttgart,24000,Ostseestadion,Sven Jablonski,Match Report,
First Round,Mon,2019-08-12,20:45 (13:45),Energie Cottbus,1–3,Bayern Munich,20602,Stadion der Freundschaft,Patrick Ittrich,Match Report,
,,,,,,,,,,,
Second Round,Tue,2019-10-29,18:30 (12:30),Freiburg,1–3,Union Berlin,24000,Schwarzwald-Stadion,Robert Kampka,Match Report,
Second Round,Tue,2019-10-29,18:30 (12:30),MSV Duisburg,0–2,Hoffenheim,14306,Schauinsland-Reisen-Arena,Sören Storks,Match Report,
Second Round,Tue,2019-10-29,18:30 (12:30),Hamburger SV,1–2,Stuttgart,45503,Volksparkstadion,Bastian Dankert,Match Report,Required Extra Time
Second Round,Tue,2019-10-29,18:30 (12:30),Saarbrücken,3–2,Köln,6800,Hermann-Neuberger-Stadion,Martin Petersen,Match Report,
Second Round,Tue,2019-10-29,20:00 (14:00),Bochum,1–2,Bayern Munich,26600,Vonovia Ruhrstadion,Robert Schröder,Match Report,
Second Round,Tue,2019-10-29,20:45 (14:45),Darmstadt 98,0–1,Karlsruher,11240,Jonathan-Heimes-Stadion am Böllenfalltor,Florian Badstübner,Match Report,
Second Round,Tue,2019-10-29,20:45 (14:45),Arminia,2–3,Schalke 04,26203,SchücoArena,Manuel Gräfe,Match Report,
Second Round,Tue,2019-10-29,20:45 (14:45),Bayer,1–0,Paderborn 07,15410,BayArena,Sven Jablonski,Match Report,
Second Round,Wed,2019-10-30,18:30 (12:30),Verl,(8) 1–1 (7),Holstein Kiel,5153,SPORTCLUB Arena,Christof Günsch,Match Report,Verl won on penalty kicks following extra time
Second Round,Wed,2019-10-30,18:30 (12:30),Werder Bremen,4–1,Heidenheim,38663,Weserstadion,Daniel Schlager,Match Report,
Second Round,Wed,2019-10-30,18:30 (12:30),Wolfsburg,1–6,RB Leipzig,17705,Volkswagen Arena,Felix Zwayer,Match Report,
Second Round,Wed,2019-10-30,18:30 (12:30),Kaiserslautern,(6) 2–2 (5),Nürnberg,21714,Fritz-Walter-Stadion,Guido Winkmann,Match Report,Kaiserslautern won on penalty kicks following extra time
Second Round,Wed,2019-10-30,20:45 (14:45),Dortmund,2–1,M'gladbach,80000,Signal Iduna Park,Benjamin Cortus,Match Report,
Second Round,Wed,2019-10-30,20:45 (14:45),St. Pauli,1–2,Eint Frankfurt,29500,Millerntor-Stadion,Matthias Jöllenbeck,Match Report,
Second Round,Wed,2019-10-30,20:45 (14:45),Hertha BSC,(5) 3–3 (4),Dynamo Dres,70429,Olympiastadion Berlin,Tobias Stieler,Match Report,Hertha BSC won on penalty kicks following extra time
Second Round,Wed,2019-10-30,20:45 (14:45),Düsseldorf,2–1,Erzgebirge Aue,20141,Merkur Spielarena,Tobias Reichel,Match Report,
,,,,,,,,,,,
Round of 16,Tue,2020-02-04,18:30 (11:30),Eint Frankfurt,,RB Leipzig,,Commerzbank-Arena,,,
Round of 16,Tue,2020-02-04,18:30 (11:30),Kaiserslautern,,Düsseldorf,,Fritz-Walter-Stadion,,,
Round of 16,Tue,2020-02-04,20:45 (13:45),Schalke 04,,Hertha BSC,,Veltins-Arena,,,
Round of 16,Tue,2020-02-04,20:45 (13:45),Werder Bremen,,Dortmund,,Weserstadion,,,
Round of 16,Wed,2020-02-05,18:30 (11:30),Bayer,,Stuttgart,,BayArena,,,
Round of 16,Wed,2020-02-05,18:30 (11:30),Verl,,Union Berlin,,SPORTCLUB Arena,,,
Round of 16,Wed,2020-02-05,20:45 (13:45),Bayern Munich,,Hoffenheim,,Allianz Arena,,,
Round of 16,Wed,2020-02-05,20:45 (13:45),Saarbrücken,,Karlsruher,,Hermann-Neuberger-Stadion,,,
