Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
2,Sun,2015-08-30,20:45 (13:45),Torino,3–1,Fiorentina,28482,Stadio Olimpico di Torino,Paolo Tagliavento,Match Report,
2,Sun,2015-08-30,20:45 (13:45),Chievo,4–0,Lazio,10000,Stadio Marc'Antonio Bentegodi,Marco Di Bello,Match Report,
2,Sun,2015-08-30,20:45 (13:45),Napoli,2–2,Sampdoria,25128,Stadio San Paolo,Andrea Gervasoni,Match Report,
2,Sun,2015-08-30,20:45 (13:45),Udinese,0–1,Palermo,13200,Dacia Arena,Antonio Damato,Match Report,
2,Sun,2015-08-30,20:45 (13:45),Carpi,1–2,Inter,10591,Stadio Sandro Cabassi,Davide Massa,Match Report,
,,,,,,,,,,,
3,Sat,2015-09-12,18:00 (11:00),Frosinone,0–2,Roma,9000,Stadio Comunale Matusa,Andrea Gervasoni,Match Report,
3,Sat,2015-09-12,18:00 (11:00),Fiorentina,1–0,Genoa,30048,Stadio Artemio Franchi,Daniele Doveri,Match Report,
3,Sat,2015-09-12,20:45 (13:45),Juventus,1–1,Chievo,29250,Allianz Stadium,Marco Guida,Match Report,
3,Sun,2015-09-13,12:30 (05:30),Hellas Verona,2–2,Torino,17868,Stadio Marc'Antonio Bentegodi,Massimiliano Irrati,Match Report,
3,Sun,2015-09-13,15:00 (08:00),Palermo,2–2,Carpi,20250,Stadio Renzo Barbera,Claudio Gavillucci,Match Report,
3,Sun,2015-09-13,15:00 (08:00),Sassuolo,2–2,Atalanta,8644,Stadio Città del Tricolore,Maurizio Mariani,Match Report,
3,Sun,2015-09-13,15:00 (08:00),Empoli,2–2,Napoli,9632,Stadio Carlo Castellani,Luca Banti,Match Report,
3,Sun,2015-09-13,18:00 (11:00),Lazio,2–0,Udinese,25000,Stadio Olimpico,Giampaolo Calvarese,Match Report,
3,Sun,2015-09-13,20:45 (13:45),Inter,1–0,Milan,79154,Stadio Giuseppe Meazza,Gianluca Rocchi,Match Report,
3,Mon,2015-09-14,20:45 (13:45),Sampdoria,2–0,Bologna,20976,Stadio Comunale Luigi Ferraris,Angelo Cervellera,Match Report,
,,,,,,,,,,,
4,Sat,2015-09-19,18:00 (11:00),Udinese,1–2,Empoli,14000,Dacia Arena,Michael Fabbri,Match Report,
4,Sat,2015-09-19,20:45 (13:45),Milan,3–2,Palermo,33689,Stadio Giuseppe Meazza,Carmine Russo,Match Report,
4,Sun,2015-09-20,12:30 (05:30),Chievo,0–1,Inter,19500,Stadio Marc'Antonio Bentegodi,Paolo Tagliavento,Match Report,
4,Sun,2015-09-20,15:00 (08:00),Genoa,0–2,Juventus,25115,Stadio Comunale Luigi Ferraris,Paolo Valeri,Match Report,
4,Sun,2015-09-20,15:00 (08:00),Atalanta,1–1,Hellas Verona,14323,Stadio Atleti Azzurri d'Italia,Fabio Maresca,Match Report,
4,Sun,2015-09-20,15:00 (08:00),Bologna,1–0,Frosinone,28436,Stadio Renato Dall'Ara,Daniele Orsato,Match Report,
4,Sun,2015-09-20,15:00 (08:00),Roma,2–2,Sassuolo,60133,Stadio Olimpico,Davide Massa,Match Report,
4,Sun,2015-09-20,15:00 (08:00),Torino,2–0,Sampdoria,13590,Stadio Olimpico di Torino,Piero Giacomelli,Match Report,
4,Sun,2015-09-20,18:00 (11:00),Carpi,0–1,Fiorentina,7981,Stadio Sandro Cabassi,Marco Di Bello,Match Report,
4,Sun,2015-09-20,20:45 (13:45),Napoli,5–0,Lazio,18766,Stadio San Paolo,Antonio Damato,Match Report,
,,,,,,,,,,,
5,Tue,2015-09-22,20:45 (13:45),Udinese,2–3,Milan,26774,Dacia Arena,Daniele Doveri,Match Report,
5,Wed,2015-09-23,20:45 (13:45),Inter,1–0,Hellas Verona,34548,Stadio Giuseppe Meazza,Carmine Russo,Match Report,
5,Wed,2015-09-23,20:45 (13:45),Lazio,2–0,Genoa,28716,Stadio Olimpico,Nicola Rizzoli,Match Report,
5,Wed,2015-09-23,20:45 (13:45),Palermo,0–1,Sassuolo,17730,Stadio Renzo Barbera,Luca Pairetto,Match Report,
5,Wed,2015-09-23,20:45 (13:45),Sampdoria,2–1,Roma,21769,Stadio Comunale Luigi Ferraris,Luca Banti,Match Report,
5,Wed,2015-09-23,20:45 (13:45),Juventus,1–1,Frosinone,35973,Allianz Stadium,Angelo Cervellera,Match Report,
5,Wed,2015-09-23,20:45 (13:45),Fiorentina,2–0,Bologna,25085,Stadio Artemio Franchi,Giampaolo Calvarese,Match Report,
5,Wed,2015-09-23,20:45 (13:45),Chievo,1–0,Torino,10000,Stadio Marc'Antonio Bentegodi,Domenico Celi,Match Report,
5,Wed,2015-09-23,20:45 (13:45),Carpi,0–0,Napoli,9950,Stadio Sandro Cabassi,Gianluca Rocchi,Match Report,
5,Thu,2015-09-24,20:45 (13:45),Empoli,0–1,Atalanta,7625,Stadio Carlo Castellani,Claudio Gavillucci,Match Report,
,,,,,,,,,,,
6,Sat,2015-09-26,18:00 (11:00),Roma,5–1,Carpi,56901,Stadio Olimpico,Massimiliano Irrati,Match Report,
6,Sat,2015-09-26,20:45 (13:45),Napoli,2–1,Juventus,40311,Stadio San Paolo,Daniele Orsato,Match Report,
6,Sun,2015-09-27,12:30 (05:30),Genoa,1–0,Milan,21294,Stadio Comunale Luigi Ferraris,Paolo Tagliavento,Match Report,
6,Sun,2015-09-27,15:00 (08:00),Torino,2–1,Palermo,17640,Stadio Olimpico di Torino,Maurizio Mariani,Match Report,
6,Sun,2015-09-27,15:00 (08:00),Sassuolo,1–1,Chievo,6220,Stadio Città del Tricolore,Michael Fabbri,Match Report,
6,Sun,2015-09-27,15:00 (08:00),Hellas Verona,1–2,Lazio,16591,Stadio Marc'Antonio Bentegodi,Piero Giacomelli,Match Report,
6,Sun,2015-09-27,15:00 (08:00),Bologna,1–2,Udinese,15576,Stadio Renato Dall'Ara,Andrea Gervasoni,Match Report,
6,Sun,2015-09-27,20:45 (13:45),Inter,1–4,Fiorentina,42687,Stadio Giuseppe Meazza,Antonio Damato,Match Report,
6,Mon,2015-09-28,19:00 (12:00),Frosinone,2–0,Empoli,7165,Stadio Comunale Matusa,Marco Guida,Match Report,
6,Mon,2015-09-28,21:00 (14:00),Atalanta,2–1,Sampdoria,15756,Stadio Atleti Azzurri d'Italia,Paolo Valeri,Match Report,
,,,,,,,,,,,
7,Sat,2015-10-03,18:00 (11:00),Carpi,2–1,Torino,8011,Stadio Sandro Cabassi,Carmine Russo,Match Report,
7,Sat,2015-10-03,20:45 (13:45),Chievo,1–1,Hellas Verona,15000,Stadio Marc'Antonio Bentegodi,Daniele Doveri,Match Report,
7,Sun,2015-10-04,12:30 (05:30),Empoli,1–0,Sassuolo,7634,Stadio Carlo Castellani,Giampaolo Calvarese,Match Report,
7,Sun,2015-10-04,15:00 (08:00),Sampdoria,1–1,Inter,24329,Stadio Comunale Luigi Ferraris,Gianluca Rocchi,Match Report,
7,Sun,2015-10-04,15:00 (08:00),Palermo,2–4,Roma,25933,Stadio Renzo Barbera,Antonio Damato,Match Report,
7,Sun,2015-10-04,15:00 (08:00),Udinese,1–1,Genoa,12704,Dacia Arena,Angelo Cervellera,Match Report,
7,Sun,2015-10-04,18:00 (11:00),Juventus,3–1,Bologna,39330,Allianz Stadium,Domenico Celi,Match Report,
7,Sun,2015-10-04,18:00 (11:00),Lazio,2–0,Frosinone,27806,Stadio Olimpico,Marco Di Bello,Match Report,
7,Sun,2015-10-04,20:45 (13:45),Milan,0–4,Napoli,50488,Stadio Giuseppe Meazza,Nicola Rizzoli,Match Report,
7,Sun,2015-10-04,20:45 (13:45),Fiorentina,3–0,Atalanta,25644,Stadio Artemio Franchi,Davide Massa,Match Report,
,,,,,,,,,,,
8,Sat,2015-10-17,18:00 (11:00),Roma,3–1,Empoli,59658,Stadio Olimpico,Piero Giacomelli,Match Report,
8,Sat,2015-10-17,20:45 (13:45),Torino,1–1,Milan,13446,Stadio Olimpico di Torino,Andrea Gervasoni,Match Report,
8,Sun,2015-10-18,12:30 (05:30),Bologna,0–1,Palermo,16010,Stadio Renato Dall'Ara,Michael Fabbri,Match Report,
8,Sun,2015-10-18,15:00 (08:00),Genoa,3–2,Chievo,19207,Stadio Comunale Luigi Ferraris,Paolo Mazzoleni,Match Report,
8,Sun,2015-10-18,15:00 (08:00),Hellas Verona,1–1,Udinese,16382,Stadio Marc'Antonio Bentegodi,Claudio Gavillucci,Match Report,
8,Sun,2015-10-18,15:00 (08:00),Sassuolo,2–1,Lazio,11812,Stadio Città del Tricolore,Marco Guida,Match Report,
8,Sun,2015-10-18,15:00 (08:00),Atalanta,3–0,Carpi,14479,Stadio Atleti Azzurri d'Italia,Fabrizio Pasqua,Match Report,
8,Sun,2015-10-18,15:00 (08:00),Napoli,2–1,Fiorentina,49800,Stadio San Paolo,Luca Banti,Match Report,
8,Sun,2015-10-18,15:00 (08:00),Frosinone,2–0,Sampdoria,7252,Stadio Comunale Matusa,Massimiliano Irrati,Match Report,
8,Sun,2015-10-18,20:45 (13:45),Inter,0–0,Juventus,79154,Stadio Giuseppe Meazza,Paolo Valeri,Match Report,
,,,,,,,,,,,
9,Sat,2015-10-24,15:00 (08:00),Empoli,2–0,Genoa,8770,Stadio Carlo Castellani,Domenico Celi,Match Report,
9,Sat,2015-10-24,18:00 (11:00),Carpi,1–2,Bologna,6747,Stadio Sandro Cabassi,Paolo Tagliavento,Match Report,
9,Sat,2015-10-24,20:45 (13:45),Palermo,1–1,Inter,20626,Stadio Renzo Barbera,Daniele Doveri,Match Report,
9,Sun,2015-10-25,12:30 (06:30),Sampdoria,4–1,Hellas Verona,21082,Stadio Comunale Luigi Ferraris,Maurizio Mariani,Match Report,
9,Sun,2015-10-25,15:00 (09:00),Juventus,2–0,Atalanta,38720,Allianz Stadium,Marco Di Bello,Match Report,
9,Sun,2015-10-25,15:00 (09:00),Milan,2–1,Sassuolo,37568,Stadio Giuseppe Meazza,Gianluca Rocchi,Match Report,
9,Sun,2015-10-25,15:00 (09:00),Udinese,1–0,Frosinone,13298,Dacia Arena,Nicola Rizzoli,Match Report,
9,Sun,2015-10-25,18:00 (12:00),Lazio,3–0,Torino,22131,Stadio Olimpico,Paolo Mazzoleni,Match Report,
9,Sun,2015-10-25,18:00 (12:00),Fiorentina,1–2,Roma,36297,Stadio Artemio Franchi,Daniele Orsato,Match Report,
9,Sun,2015-10-25,20:45 (14:45),Chievo,0–1,Napoli,12000,Stadio Marc'Antonio Bentegodi,Davide Massa,Match Report,
,,,,,,,,,,,
10,Tue,2015-10-27,20:45 (14:45),Bologna,0–1,Inter,22350,Stadio Renato Dall'Ara,Luca Banti,Match Report,
10,Wed,2015-10-28,20:45 (14:45),Hellas Verona,0–2,Fiorentina,18222,Stadio Marc'Antonio Bentegodi,Paolo Valeri,Match Report,
10,Wed,2015-10-28,20:45 (14:45),Roma,3–1,Udinese,29599,Stadio Olimpico,Carmine Russo,Match Report,
10,Wed,2015-10-28,20:45 (14:45),Atalanta,2–1,Lazio,14519,Stadio Atleti Azzurri d'Italia,Massimiliano Irrati,Match Report,
10,Wed,2015-10-28,20:45 (14:45),Milan,1–0,Chievo,25523,Stadio Giuseppe Meazza,Giampaolo Calvarese,Match Report,
10,Wed,2015-10-28,20:45 (14:45),Torino,3–3,Genoa,16226,Stadio Olimpico di Torino,Daniele Chiffi,Match Report,
10,Wed,2015-10-28,20:45 (14:45),Sassuolo,1–0,Juventus,26880,Stadio Città del Tricolore,Andrea Gervasoni,Match Report,
10,Wed,2015-10-28,20:45 (14:45),Napoli,2–0,Palermo,27580,Stadio San Paolo,Piero Giacomelli,Match Report,
10,Wed,2015-10-28,20:45 (14:45),Frosinone,2–1,Carpi,6444,Stadio Comunale Matusa,Antonio Damato,Match Report,
10,Thu,2015-10-29,20:45 (14:45),Sampdoria,1–1,Empoli,20315,Stadio Comunale Luigi Ferraris,Angelo Cervellera,Match Report,
,,,,,,,,,,,
11,Sat,2015-10-31,18:00 (12:00),Juventus,2–1,Torino,39828,Allianz Stadium,Gianluca Rocchi,Match Report,
11,Sat,2015-10-31,20:45 (14:45),Inter,1–0,Roma,59213,Stadio Giuseppe Meazza,Nicola Rizzoli,Match Report,
11,Sun,2015-11-01,12:30 (05:30),Fiorentina,4–1,Frosinone,27466,Stadio Artemio Franchi,Michael Fabbri,Match Report,
11,Sun,2015-11-01,15:00 (08:00),Genoa,0–0,Napoli,26292,Stadio Comunale Luigi Ferraris,Daniele Doveri,Match Report,
11,Sun,2015-11-01,15:00 (08:00),Bologna,3–0,Atalanta,15748,Stadio Renato Dall'Ara,Marco Guida,Match Report,
11,Sun,2015-11-01,15:00 (08:00),Udinese,0–0,Sassuolo,13277,Dacia Arena,Federico La Penna,Match Report,
11,Sun,2015-11-01,15:00 (08:00),Carpi,0–0,Hellas Verona,7093,Stadio Sandro Cabassi,Paolo Mazzoleni,Match Report,
11,Sun,2015-11-01,20:45 (13:45),Lazio,1–3,Milan,28020,Stadio Olimpico,Antonio Damato,Match Report,
11,Mon,2015-11-02,19:00 (12:00),Chievo,1–1,Sampdoria,9200,Stadio Marc'Antonio Bentegodi,Claudio Gavillucci,Match Report,
11,Mon,2015-11-02,21:00 (14:00),Palermo,0–1,Empoli,16731,Stadio Renzo Barbera,Marco Di Bello,Match Report,
,,,,,,,,,,,
12,Sat,2015-11-07,18:00 (11:00),Hellas Verona,0–2,Bologna,18007,Stadio Marc'Antonio Bentegodi,Daniele Orsato,Match Report,
12,Sat,2015-11-07,20:45 (13:45),Milan,0–0,Atalanta,33192,Stadio Giuseppe Meazza,Piero Giacomelli,Match Report,
12,Sun,2015-11-08,12:30 (05:30),Torino,0–1,Inter,25870,Stadio Olimpico di Torino,Massimiliano Irrati,Match Report,
12,Sun,2015-11-08,15:00 (08:00),Palermo,1–0,Chievo,14176,Stadio Renzo Barbera,Maurizio Mariani,Match Report,
12,Sun,2015-11-08,15:00 (08:00),Frosinone,2–2,Genoa,6450,Stadio Comunale Matusa,Giampaolo Calvarese,Match Report,
12,Sun,2015-11-08,15:00 (08:00),Sassuolo,1–0,Carpi,10264,Stadio Città del Tricolore,Paolo Valeri,Match Report,
12,Sun,2015-11-08,15:00 (08:00),Empoli,1–3,Juventus,14693,Stadio Carlo Castellani,Davide Massa,Match Report,
12,Sun,2015-11-08,15:00 (08:00),Roma,2–0,Lazio,35253,Stadio Olimpico,Paolo Tagliavento,Match Report,
12,Sun,2015-11-08,18:00 (11:00),Napoli,1–0,Udinese,42544,Stadio San Paolo,Domenico Celi,Match Report,
12,Sun,2015-11-08,20:45 (13:45),Sampdoria,0–2,Fiorentina,22457,Stadio Comunale Luigi Ferraris,Carmine Russo,Match Report,
,,,,,,,,,,,
13,Sat,2015-11-21,18:00 (11:00),Bologna,2–2,Roma,23304,Stadio Renato Dall'Ara,Gianluca Rocchi,Match Report,
13,Sat,2015-11-21,20:45 (13:45),Juventus,1–0,Milan,40841,Allianz Stadium,Paolo Mazzoleni,Match Report,
13,Sun,2015-11-22,12:30 (05:30),Hellas Verona,0–2,Napoli,17483,Stadio Marc'Antonio Bentegodi,Antonio Damato,Match Report,
13,Sun,2015-11-22,15:00 (08:00),Carpi,1–2,Chievo,7033,Stadio Sandro Cabassi,Fabio Maresca,Match Report,
13,Sun,2015-11-22,15:00 (08:00),Fiorentina,2–2,Empoli,27618,Stadio Artemio Franchi,Luca Banti,Match Report,
13,Sun,2015-11-22,15:00 (08:00),Udinese,1–0,Sampdoria,15713,Dacia Arena,Marco Di Bello,Match Report,
13,Sun,2015-11-22,15:00 (08:00),Atalanta,0–1,Torino,15776,Stadio Atleti Azzurri d'Italia,Angelo Cervellera,Match Report,
13,Sun,2015-11-22,15:00 (08:00),Lazio,1–1,Palermo,17175,Stadio Olimpico,Domenico Celi,Match Report,
13,Sun,2015-11-22,15:00 (08:00),Genoa,2–1,Sassuolo,19347,Stadio Comunale Luigi Ferraris,Nicola Rizzoli,Match Report,
13,Sun,2015-11-22,20:45 (13:45),Inter,4–0,Frosinone,37469,Stadio Giuseppe Meazza,Marco Guida,Match Report,
,,,,,,,,,,,
14,Sat,2015-11-28,18:00 (11:00),Torino,2–0,Bologna,17508,Stadio Olimpico di Torino,Davide Ghersini,Match Report,
14,Sat,2015-11-28,20:45 (13:45),Milan,4–1,Sampdoria,32368,Stadio Giuseppe Meazza,Daniele Doveri,Match Report,
14,Sun,2015-11-29,15:00 (08:00),Roma,0–2,Atalanta,29222,Stadio Olimpico,Giampaolo Calvarese,Match Report,
14,Sun,2015-11-29,15:00 (08:00),Frosinone,3–2,Hellas Verona,6864,Stadio Comunale Matusa,Nicola Rizzoli,Match Report,
14,Sun,2015-11-29,15:00 (08:00),Chievo,2–3,Udinese,9500,Stadio Marc'Antonio Bentegodi,Andrea Gervasoni,Match Report,
14,Sun,2015-11-29,15:00 (08:00),Genoa,1–2,Carpi,19633,Stadio Comunale Luigi Ferraris,Claudio Gavillucci,Match Report,
14,Sun,2015-11-29,18:00 (11:00),Empoli,1–0,Lazio,9362,Stadio Carlo Castellani,Michael Fabbri,Match Report,
14,Sun,2015-11-29,20:45 (13:45),Palermo,0–3,Juventus,25737,Stadio Renzo Barbera,Paolo Valeri,Match Report,
14,Mon,2015-11-30,19:00 (12:00),Sassuolo,1–1,Fiorentina,13633,Stadio Città del Tricolore,Davide Massa,Match Report,
14,Mon,2015-11-30,21:00 (14:00),Napoli,2–1,Inter,54149,Stadio San Paolo,Daniele Orsato,Match Report,
,,,,,,,,,,,
15,Fri,2015-12-04,20:45 (13:45),Lazio,0–2,Juventus,27740,Stadio Olimpico,Luca Banti,Match Report,
15,Sat,2015-12-05,15:00 (08:00),Torino,1–1,Roma,19781,Stadio Olimpico di Torino,Antonio Damato,Match Report,
15,Sat,2015-12-05,20:45 (13:45),Inter,1–0,Genoa,39485,Stadio Giuseppe Meazza,Piero Giacomelli,Match Report,
15,Sun,2015-12-06,12:30 (05:30),Bologna,3–2,Napoli,35068,Stadio Renato Dall'Ara,Paolo Mazzoleni,Match Report,
15,Sun,2015-12-06,15:00 (08:00),Atalanta,3–0,Palermo,14499,Stadio Atleti Azzurri d'Italia,Carmine Russo,Match Report,
15,Sun,2015-12-06,15:00 (08:00),Hellas Verona,0–1,Empoli,15198,Stadio Marc'Antonio Bentegodi,Paolo Tagliavento,Match Report,
15,Sun,2015-12-06,15:00 (08:00),Fiorentina,3–0,Udinese,27021,Stadio Artemio Franchi,Marco Guida,Match Report,
15,Sun,2015-12-06,15:00 (08:00),Frosinone,0–2,Chievo,6007,Stadio Comunale Matusa,Gianluca Rocchi,Match Report,
15,Sun,2015-12-06,18:00 (11:00),Sampdoria,1–3,Sassuolo,20581,Stadio Comunale Luigi Ferraris,Maurizio Mariani,Match Report,
15,Sun,2015-12-06,20:45 (13:45),Carpi,0–0,Milan,12150,Stadio Sandro Cabassi,Massimiliano Irrati,Match Report,
,,,,,,,,,,,
16,Sat,2015-12-12,15:00 (08:00),Genoa,0–1,Bologna,19594,Stadio Comunale Luigi Ferraris,Marco Di Bello,Match Report,
16,Sat,2015-12-12,18:00 (11:00),Palermo,4–1,Frosinone,14402,Stadio Renzo Barbera,Daniele Doveri,Match Report,
16,Sat,2015-12-12,20:45 (13:45),Udinese,0–4,Inter,16780,Dacia Arena,Davide Massa,Match Report,
16,Sun,2015-12-13,15:00 (08:00),Chievo,1–0,Atalanta,5100,Stadio Marc'Antonio Bentegodi,Fabrizio Pasqua,Match Report,
16,Sun,2015-12-13,15:00 (08:00),Empoli,3–0,Carpi,8863,Stadio Carlo Castellani,Angelo Cervellera,Match Report,
16,Sun,2015-12-13,15:00 (08:00),Milan,1–1,Hellas Verona,27497,Stadio Giuseppe Meazza,Paolo Valeri,Match Report,
16,Sun,2015-12-13,18:00 (11:00),Napoli,0–0,Roma,55726,Stadio San Paolo,Nicola Rizzoli,Match Report,
16,Sun,2015-12-13,20:45 (13:45),Juventus,3–1,Fiorentina,36690,Allianz Stadium,Daniele Orsato,Match Report,
16,Mon,2015-12-14,20:45 (13:45),Lazio,1–1,Sampdoria,2338,Stadio Olimpico,Giampaolo Calvarese,Match Report,
,,,,,,,,,,,
17,Sat,2015-12-19,20:45 (13:45),Bologna,2–3,Empoli,19214,Stadio Renato Dall'Ara,Maurizio Mariani,Match Report,
17,Sun,2015-12-20,12:30 (05:30),Carpi,2–3,Juventus,17755,Stadio Sandro Cabassi,Piero Giacomelli,Match Report,
17,Sun,2015-12-20,15:00 (08:00),Roma,2–0,Genoa,28133,Stadio Olimpico,Andrea Gervasoni,Match Report,
17,Sun,2015-12-20,15:00 (08:00),Hellas Verona,1–1,Sassuolo,16949,Stadio Marc'Antonio Bentegodi,Marco Guida,Match Report,
17,Sun,2015-12-20,15:00 (08:00),Fiorentina,2–0,Chievo,25156,Stadio Artemio Franchi,Paolo Tagliavento,Match Report,
17,Sun,2015-12-20,15:00 (08:00),Atalanta,1–3,Napoli,17134,Stadio Atleti Azzurri d'Italia,Gianluca Rocchi,Match Report,
17,Sun,2015-12-20,18:00 (11:00),Frosinone,2–4,Milan,7931,Stadio Comunale Matusa,Luca Banti,Match Report,
17,Sun,2015-12-20,18:00 (11:00),Torino,0–1,Udinese,15624,Stadio Olimpico di Torino,Claudio Gavillucci,Match Report,
17,Sun,2015-12-20,18:00 (11:00),Sampdoria,2–0,Palermo,20309,Stadio Comunale Luigi Ferraris,Michael Fabbri,Match Report,
17,Sun,2015-12-20,20:45 (13:45),Inter,1–2,Lazio,46260,Stadio Giuseppe Meazza,Paolo Mazzoleni,Match Report,
,,,,,,,,,,,
18,Tue,2016-01-05,20:45 (13:45),Genoa,2–3,Sampdoria,21770,Stadio Comunale Luigi Ferraris,Paolo Valeri,Match Report,
18,Wed,2016-01-06,12:30 (05:30),Udinese,2–1,Atalanta,13462,Dacia Arena,Angelo Cervellera,Match Report,
18,Wed,2016-01-06,15:00 (08:00),Lazio,0–0,Carpi,20090,Stadio Olimpico,Carmine Russo,Match Report,
18,Wed,2016-01-06,15:00 (08:00),Chievo,3–3,Roma,12000,Stadio Marc'Antonio Bentegodi,Massimiliano Irrati,Match Report,
18,Wed,2016-01-06,15:00 (08:00),Milan,0–1,Bologna,31381,Stadio Giuseppe Meazza,Davide Massa,Match Report,
18,Wed,2016-01-06,15:00 (08:00),Sassuolo,2–2,Frosinone,15160,Stadio Città del Tricolore,Luca Pairetto,Match Report,
18,Wed,2016-01-06,15:00 (08:00),Palermo,1–3,Fiorentina,13928,Stadio Renzo Barbera,Antonio Damato,Match Report,
18,Wed,2016-01-06,15:00 (08:00),Juventus,3–0,Hellas Verona,38748,Allianz Stadium,Giampaolo Calvarese,Match Report,
18,Wed,2016-01-06,18:00 (11:00),Empoli,0–1,Inter,13735,Stadio Carlo Castellani,Domenico Celi,Match Report,
18,Wed,2016-01-06,20:45 (13:45),Napoli,2–1,Torino,33326,Stadio San Paolo,Marco Di Bello,Match Report,
,,,,,,,,,,,
19,Sat,2016-01-09,15:00 (08:00),Carpi,2–1,Udinese,5268,Stadio Sandro Cabassi,Michael Fabbri,Match Report,
19,Sat,2016-01-09,18:00 (11:00),Fiorentina,1–3,Lazio,25361,Stadio Artemio Franchi,Nicola Rizzoli,Match Report,
19,Sat,2016-01-09,20:45 (13:45),Roma,1–1,Milan,34777,Stadio Olimpico,Daniele Orsato,Match Report,
19,Sun,2016-01-10,12:30 (05:30),Inter,0–1,Sassuolo,40322,Stadio Giuseppe Meazza,Daniele Doveri,Match Report,
19,Sun,2016-01-10,15:00 (08:00),Atalanta,0–2,Genoa,13946,Stadio Atleti Azzurri d'Italia,Marco Guida,Match Report,
19,Sun,2016-01-10,15:00 (08:00),Frosinone,1–5,Napoli,7954,Stadio Comunale Matusa,Paolo Tagliavento,Match Report,
19,Sun,2016-01-10,15:00 (08:00),Torino,0–1,Empoli,14730,Stadio Olimpico di Torino,Andrea Gervasoni,Match Report,
19,Sun,2016-01-10,15:00 (08:00),Hellas Verona,0–1,Palermo,15325,Stadio Marc'Antonio Bentegodi,Luca Banti,Match Report,
19,Sun,2016-01-10,15:00 (08:00),Bologna,0–1,Chievo,15818,Stadio Renato Dall'Ara,Claudio Gavillucci,Match Report,
19,Sun,2016-01-10,20:45 (13:45),Sampdoria,1–2,Juventus,25024,Stadio Comunale Luigi Ferraris,Paolo Mazzoleni,Match Report,
,,,,,,,,,,,
20,Sat,2016-01-16,15:00 (08:00),Atalanta,1–1,Inter,19274,Stadio Atleti Azzurri d'Italia,Nicola Rizzoli,Match Report,
20,Sat,2016-01-16,18:00 (11:00),Torino,4–2,Frosinone,30178,Stadio Olimpico di Torino,Massimiliano Irrati,Match Report,
20,Sat,2016-01-16,20:45 (13:45),Napoli,3–1,Sassuolo,40047,Stadio San Paolo,Piero Giacomelli,Match Report,
20,Sun,2016-01-17,12:30 (05:30),Genoa,4–0,Palermo,19387,Stadio Comunale Luigi Ferraris,Domenico Celi,Match Report,
20,Sun,2016-01-17,15:00 (08:00),Udinese,0–4,Juventus,25467,Dacia Arena,Gianluca Rocchi,Match Report,
20,Sun,2016-01-17,15:00 (08:00),Bologna,2–2,Lazio,16449,Stadio Renato Dall'Ara,Marco Di Bello,Match Report,
20,Sun,2016-01-17,15:00 (08:00),Roma,1–1,Hellas Verona,29709,Stadio Olimpico,Davide Massa,Match Report,
20,Sun,2016-01-17,15:00 (08:00),Carpi,2–1,Sampdoria,9669,Stadio Sandro Cabassi,Maurizio Mariani,Match Report,
